Time,Bitrate,Jitter,Datagrams,Delay,F2_X,F2_Y,F2_Z,S1_X,S1_Y,S1_Z,Distance
1731067774.96,40.4,0.823,0.0,8.75,6500.8,9501.2,0.0,10501.920259,10502.1632764,0.0,4124.426118586882
1731067775.46,39.7,0.792,0.0,2.27,6500.9,9501.35,0.0,10502.1398272,10501.99371,0.0,4124.46456999379
1731067775.96,40.3,0.965,0.0,3.01,6501.0,9501.5,0.0,10502.1669896,10502.4490125,0.0,4124.467990455188
1731067776.46,39.7,0.954,0.0,1.91,6501.1,9501.65,0.0,10502.6725386,10502.6493589,0.0,4124.873634209399
1731067776.96,40.3,0.995,0.0,2.36,6501.2,9501.8,0.0,10502.7398369,10502.9339806,0.0,4124.874581536957
1731067777.46,39.0,1.076,0.016,1.9,6501.3,9501.95,0.0,10502.6794741,10502.6098043,0.0,4124.603949434479
1731067777.96,40.3,1.096,0.0,1.57,6501.4,9502.1,0.0,10502.6306541,10503.078904,0.0,4124.537005963524
1731067778.46,39.7,0.952,0.0,2.58,6501.5,9502.25,0.0,10503.0847094,10502.8684453,0.0,4124.793020210647
1731067778.96,40.3,0.786,0.0,1.69,6501.6,9502.4,0.0,10503.4074191,10503.0809681,0.0,4125.024244714369
1731067779.46,39.7,1.015,0.0,4.46,6501.7,9502.55,0.0,10503.2538065,10503.5280563,0.0,4124.850292496538
1731067779.96,40.3,0.866,0.0,1.82,6501.8,9502.7,0.0,10503.3067588,10503.5377052,0.0,4124.770593969085
1731067780.46,39.7,1.056,0.0,2.41,6501.9,9502.85,0.0,10503.6764449,10503.5353683,0.0,4124.995263183486
1731067780.96,40.3,1.069,0.0,2.48,6502.0,9503.0,0.0,10503.8680309,10503.575509,0.0,4125.057464563378
1731067781.46,39.7,1.207,0.0,1.75,6502.1,9503.15,0.0,10503.796207,10503.7407883,0.0,4124.894478498692
1731067781.96,40.3,1.306,0.0,2.03,6502.2,9503.3,0.0,10503.923406,10504.4649956,0.0,4125.0601894448755
1731067782.46,39.1,0.666,0.0,2.38,6502.3,9503.45,0.0,10504.3666848,10504.2726138,0.0,4125.310128206062
1731067782.96,40.9,0.749,0.0,1.72,6502.4,9503.6,0.0,10504.7978879,10504.7261374,0.0,4125.705078656475
1731067783.46,39.7,0.794,0.0,2.65,6502.5,9503.75,0.0,10504.6043888,10504.4620021,0.0,4125.319872446162
1731067783.96,40.3,0.775,0.0,3.14,6502.6,9503.9,0.0,10504.4248278,10505.1051819,0.0,4125.168332160508
1731067784.46,39.7,0.883,0.0,1.84,6502.7,9504.05,0.0,10504.8010082,10504.8929897,0.0,4125.348369515851
1731067784.96,40.4,0.908,0.0,2.11,6502.8,9504.2,0.0,10504.7277657,10505.1552979,0.0,4125.2075523874755
1731067785.46,39.7,0.987,0.0,1.98,6502.9,9504.35,0.0,10505.5287234,10505.3681112,0.0,4125.902805003668
1731067785.96,40.2,1.18,0.0,1.46,6503.0,9504.5,0.0,10505.7258898,10505.2287927,0.0,4125.926885611765
1731067786.46,39.7,1.147,0.0,1.91,6503.1,9504.65,0.0,10505.5438566,10505.7315201,0.0,4125.738847178866
1731067786.96,39.7,0.43,0.0,1.61,6503.2,9504.8,0.0,10505.3979868,10505.8195576,0.0,4125.4852902711555
1731067787.46,40.3,0.543,0.0,1.58,6503.3,9504.95,0.0,10505.7276564,10506.0601136,0.0,4125.730069244449
1731067787.96,40.3,0.549,0.0,1.97,6503.4,9505.1,0.0,10506.2634805,10505.8074761,0.0,4126.055197915196
1731067788.46,39.7,0.694,0.0,2.03,6503.5,9505.25,0.0,10506.3855173,10505.784333,0.0,4126.034587363736
1731067788.96,40.4,0.587,0.0,12.3,6503.6,9505.4,0.0,10505.9262077,10506.5338965,0.0,4125.6374236672245
1731067789.46,39.6,0.637,0.0,1.42,6503.7,9505.55,0.0,10506.7069288,10506.1381946,0.0,4126.165436236616
1731067789.96,40.3,0.683,0.0,2.06,6503.8,9505.7,0.0,10506.4333984,10506.7057277,0.0,4125.904335885085
1731067790.46,39.7,0.817,0.0,2.05,6503.9,9505.85,0.0,10506.5181889,10506.7693449,0.0,4125.8686238304
1731067790.96,39.7,0.565,0.0,1.44,6504.0,9506.0,0.0,10507.0304232,10507.1018485,0.0,4126.312818986812
1731067791.46,40.3,0.534,0.0,2.6,6504.1,9506.15,0.0,10506.8001238,10507.217906,0.0,4125.984153325332
1731067791.96,40.3,0.667,0.0,1.59,6504.2,9506.3,0.0,10507.3586114,10507.5162631,0.0,4126.4649366645435
1731067792.46,39.7,0.621,0.0,1.61,6504.3,9506.45,0.0,10507.5080899,10507.4085113,0.0,4126.450405903931
1731067792.96,40.3,0.587,0.0,2.03,6504.4,9506.6,0.0,10507.4875433,10507.7517505,0.0,4126.380339577636
1731067793.46,39.7,0.69,0.0,7.45,6504.5,9506.75,0.0,10507.2853246,10507.3878698,0.0,4125.962493929266
1731067793.96,40.3,0.732,0.0,1.54,6504.6,9506.9,0.0,10508.0465724,10508.0606757,0.0,4126.730807386083
