Time,Delay
1731069774.189,0.893
1731069774.687,1.02
1731069775.187,0.887
1731069775.707,0.828
1731069776.218,0.783
1731069776.73,1.14
1731069777.231,1.05
1731069777.731,0.679
1731069778.238,4.14
1731069778.735,0.754
1731069779.261,4.33
1731069779.76,1.73
1731069780.263,3.25
1731069780.762,0.92
1731069781.262,1.23
1731069781.763,0.696
1731069782.267,0.813
1731069782.78,1.31
1731069783.279,1.12
1731069783.781,1.69
1731069784.282,2.3
1731069784.782,0.974
1731069785.284,1.24
1731069785.784,1.16
1731069786.284,0.974
1731069786.786,1.04
1731069787.286,1.85
1731069787.788,1.07
1731069788.287,1.35
1731069788.79,2.87
1731069789.298,8.52
1731069789.792,1.61
1731069790.295,2.99
1731069790.794,1.6
1731069791.294,1.39
1731069791.795,1.07
1731069792.296,1.93
1731069792.796,1.07
1731069793.296,1.02
1731069793.804,8.01
1731069794.298,1.06
1731069794.798,0.887
1731069795.298,0.985
1731069795.799,0.978
1731069796.3,0.945
1731069796.8,0.813
1731069797.306,0.907
1731069797.819,0.773
1731069798.331,0.998
1731069798.83,0.869
1731069799.354,0.843
1731069799.866,0.738
1731069800.379,0.823
1731069800.891,0.955
1731069801.391,0.905
1731069801.894,2.45
1731069802.393,0.858
1731069802.906,0.921
1731069803.407,1.15
1731069803.909,1.99
1731069804.408,0.75
1731069804.923,0.886
1731069805.435,0.881
1731069805.947,0.854
1731069806.459,0.853
1731069806.971,1.04
1731069807.472,1.4
1731069807.974,2.37
1731069808.473,0.857
1731069808.986,0.719
1731069809.499,0.793
1731069810.011,1.53
1731069810.512,1.35
1731069811.014,2.73
1731069811.519,5.99
1731069812.015,1.08
1731069812.515,1.26
1731069813.015,0.885
1731069813.516,0.955
1731069814.016,1.04
1731069814.518,1.96
1731069815.018,1.42
1731069815.52,1.78
1731069816.024,5.45
1731069816.521,0.789
1731069817.05,0.999
1731069817.55,1.01
1731069818.051,0.858
1731069818.555,1.12
1731069819.055,1.11
1731069819.557,1.69
1731069820.058,0.775
1731069820.571,1.25
1731069821.072,0.846
1731069821.595,0.962
1731069822.096,0.836
1731069822.619,1.26
1731069823.119,0.972
1731069823.621,1.71
1731069824.121,0.842
1731069824.634,0.923
1731069825.147,0.664
1731069825.659,1.01
1731069826.162,2.92
1731069826.66,0.812
1731069827.162,0.681
1731069827.674,0.844
1731069828.187,0.708
1731069828.699,1.02
1731069829.2,1.12
1731069829.701,1.67
1731069830.202,1.06
1731069830.703,0.888
1731069831.203,0.878
1731069831.706,0.8
1731069832.219,0.819
1731069832.731,0.914
1731069833.231,0.941
1731069833.755,0.722
1731069834.267,0.663
1731069834.779,0.846
1731069835.291,1.04
1731069835.792,1.01
1731069836.301,8.73
1731069836.793,0.919
