Time,Bitrate,Jitter,Datagrams,Delay,F2_X,F2_Y,F2_Z,C1_X,C1_Y,C1_Z,Distance
1731067774.96,8.32,1.102,0.0,1.59,6500.8,9501.2,0.0,5001.54,5002.02,0.0,4742.404582065938
1731067775.46,7.68,1.44,0.0,1.57,6500.9,9501.35,0.0,5001.67,5002.21,0.0,4742.35714940366
1731067775.96,8.33,0.655,0.0,6.25,6501.0,9501.5,0.0,5001.8,5002.4,0.0,4742.309716794128
1731067776.46,7.68,1.394,0.0,1.82,6501.1,9501.65,0.0,5001.93,5002.59,0.0,4742.262284237345
1731067776.96,8.32,0.847,0.0,1.8,6501.2,9501.8,0.0,5002.06,5002.78,0.0,4742.214851733312
1731067777.46,7.68,0.797,0.0,2.11,6501.3,9501.95,0.0,5002.19,5002.97,0.0,4742.167419282032
1731067777.96,8.32,1.284,0.0,1.9,6501.4,9502.1,0.0,5002.32,5003.16,0.0,4742.119986883504
1731067778.46,7.69,0.685,0.0,2.35,6501.5,9502.25,0.0,5002.45,5003.35,0.0,4742.072554537731
1731067778.96,8.32,0.918,0.0,1.61,6501.6,9502.4,0.0,5002.58,5003.54,0.0,4742.025122244714
1731067779.46,7.68,0.982,0.0,2.45,6501.7,9502.55,0.0,5002.71,5003.73,0.0,4741.977690004455
1731067779.96,8.32,0.934,0.0,1.78,6501.8,9502.7,0.0,5002.84,5003.92,0.0,4741.930257816958
1731067780.46,7.68,0.792,0.0,1.71,6501.9,9502.85,0.0,5002.97,5004.11,0.0,4741.882825682221
1731067780.96,8.32,0.812,0.0,2.15,6502.0,9503.0,0.0,5003.1,5004.3,0.0,4741.835393600246
1731067781.46,7.68,0.997,0.0,2.21,6502.1,9503.15,0.0,5003.23,5004.49,0.0,4741.787961571035
1731067781.96,8.32,0.813,0.0,1.61,6502.2,9503.3,0.0,5003.36,5004.68,0.0,4741.740529594591
1731067782.46,7.68,0.736,0.0,2.51,6502.3,9503.45,0.0,5003.49,5004.87,0.0,4741.693097670916
1731067782.96,8.32,0.543,0.0,1.89,6502.4,9503.6,0.0,5003.62,5005.06,0.0,4741.645665800008
1731067783.46,7.69,0.691,0.0,1.94,6502.5,9503.75,0.0,5003.75,5005.25,0.0,4741.598233981871
1731067783.96,7.68,0.744,0.0,2.39,6502.6,9503.9,0.0,5003.88,5005.44,0.0,4741.550802216507
1731067784.46,8.32,0.401,0.0,1.77,6502.7,9504.05,0.0,5004.01,5005.63,0.0,4741.503370503916
1731067784.96,8.32,0.676,0.0,1.62,6502.8,9504.2,0.0,5004.14,5005.82,0.0,4741.455938844102
1731067785.46,7.68,0.609,0.0,8.85,6502.9,9504.35,0.0,5004.27,5006.01,0.0,4741.4085072370635
1731067785.96,8.32,0.766,0.0,1.39,6503.0,9504.5,0.0,5004.4,5006.2,0.0,4741.361075682805
1731067786.46,7.68,0.873,0.0,2.42,6503.1,9504.65,0.0,5004.53,5006.39,0.0,4741.313644181325
1731067786.96,8.32,0.568,0.0,2.56,6503.2,9504.8,0.0,5004.66,5006.58,0.0,4741.2662127326275
1731067787.46,7.68,0.842,0.0,1.46,6503.3,9504.95,0.0,5004.79,5006.77,0.0,4741.2187813367145
1731067787.96,7.68,0.597,0.0,1.89,6503.4,9505.1,0.0,5004.92,5006.96,0.0,4741.171349993586
1731067788.46,8.33,0.896,0.0,2.33,6503.5,9505.25,0.0,5005.05,5007.15,0.0,4741.123918703244
1731067788.96,8.32,0.884,0.0,1.5,6503.6,9505.4,0.0,5005.18,5007.34,0.0,4741.076487465689
1731067789.46,7.68,0.496,0.0,1.48,6503.7,9505.55,0.0,5005.31,5007.53,0.0,4741.029056280925
1731067789.96,8.32,0.971,0.0,3.3,6503.8,9505.7,0.0,5005.44,5007.72,0.0,4740.981625148953
1731067790.46,7.68,0.555,0.0,1.87,6503.9,9505.85,0.0,5005.57,5007.91,0.0,4740.934194069772
1731067790.96,7.68,1.016,0.0,2.18,6504.0,9506.0,0.0,5005.7,5008.1,0.0,4740.886763043386
1731067791.46,8.32,0.992,0.0,1.79,6504.1,9506.15,0.0,5005.83,5008.29,0.0,4740.839332069797
1731067791.96,7.68,0.994,0.0,2.27,6504.2,9506.3,0.0,5005.96,5008.48,0.0,4740.791901149005
1731067792.46,8.32,1.239,0.0,2.32,6504.3,9506.45,0.0,5006.09,5008.67,0.0,4740.7444702810135
1731067792.96,7.68,0.603,0.0,1.67,6504.4,9506.6,0.0,5006.22,5008.86,0.0,4740.697039465822
1731067793.46,8.32,1.19,0.0,2.28,6504.5,9506.75,0.0,5006.35,5009.05,0.0,4740.649608703431
1731067793.96,8.32,0.619,0.0,2.43,6504.6,9506.9,0.0,5006.48,5009.24,0.0,4740.602177993846
1731067794.46,7.68,0.712,0.0,1.64,6504.7,9507.05,0.0,5006.61,5009.43,0.0,4740.554747337066
1731067794.96,8.32,1.085,0.0,10.3,6504.8,9507.2,0.0,5006.74,5009.62,0.0,4740.507316733096
1731067795.46,7.69,0.57,0.0,1.76,6504.9,9507.35,0.0,5006.87,5009.81,0.0,4740.45988618193
1731067795.96,8.32,1.066,0.0,1.56,6505.0,9507.5,0.0,5007.0,5010.0,0.0,4740.412455683577
1731067796.46,7.68,0.564,0.0,2.72,6505.1,9507.65,0.0,5007.13,5010.19,0.0,4740.365025238036
1731067796.96,8.32,0.769,0.0,1.47,6505.2,9507.8,0.0,5007.26,5010.38,0.0,4740.317594845306
1731067797.46,7.68,0.641,0.0,1.83,6505.3,9507.95,0.0,5007.39,5010.57,0.0,4740.270164505396
1731067797.96,7.68,0.787,0.0,1.64,6505.4,9508.1,0.0,5007.52,5010.76,0.0,4740.222734218299
1731067798.46,8.32,1.351,0.0,1.8,6505.5,9508.25,0.0,5007.65,5010.95,0.0,4740.1753039840205
1731067798.96,8.32,0.678,0.0,1.97,6505.6,9508.4,0.0,5007.78,5011.14,0.0,4740.127873802562
1731067799.46,7.68,0.677,0.0,7.65,6505.7,9508.55,0.0,5007.91,5011.33,0.0,4740.080443673925
1731067799.96,8.32,0.517,0.0,2.25,6505.8,9508.7,0.0,5008.04,5011.52,0.0,4740.033013598112
1731067800.46,7.68,0.592,0.0,2.22,6505.9,9508.85,0.0,5008.17,5011.71,0.0,4739.985583575123
