Time,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2F4Distance,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F2F1Distance,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2S1Distance,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2C1Distance
1731071318.55,19.8,0.909,0.0,1.56,4948.882803219329,19.8,0.466,0.0,0.827,990.0292369420216,40.3,0.959,0.0,2.04,4469.005337212415,8.32,0.529,0.0,1.59,4408.191695015089
1731071319.05,19.9,0.675,0.0,1.85,4949.098560596667,19.8,0.616,0.0,0.754,990.0723774048035,39.7,1.003,0.0,1.58,4468.893656248349,7.68,1.292,0.0,7.21,4408.144679170592
1731071319.55,20.5,0.734,0.0,2.45,4949.314321196423,20.5,0.764,0.0,0.804,990.1155185128646,40.3,1.372,0.0,3.37,4468.292266292252,8.32,1.262,0.0,5.34,4408.097663391772
1731071320.05,19.8,0.706,0.0,1.53,4949.530085018172,19.8,0.747,0.0,0.945,990.15866026612,39.7,1.365,0.0,1.54,4468.847674890711,7.68,1.0,0.0,1.58,4408.05064767863
1731071320.55,19.8,0.749,0.0,2.5,4949.745852061498,19.8,0.654,0.0,0.803,990.2018026644884,39.6,0.546,0.0,1.76,4468.848132503288,8.32,1.134,0.0,2.51,4408.003632031172
1731071321.05,19.8,0.783,0.0,1.8,4949.961622325975,19.8,0.65,0.0,0.802,990.2449457078797,40.3,0.812,0.0,2.46,4468.516235511202,7.68,0.836,0.0,1.87,4407.956616449395
1731071321.55,20.5,1.049,0.0,1.67,4950.177395811184,20.5,0.576,0.0,0.829,990.288089396212,40.3,0.932,0.0,7.07,4469.074685861384,8.32,1.303,0.0,2.12,4407.909600933304
1731071322.05,19.8,0.719,0.0,1.87,4950.393172516704,19.8,0.742,0.0,0.74,990.3312337294016,39.7,0.863,0.0,2.6,4468.73808008199,7.68,0.757,0.0,1.66,4407.862585482901
1731071322.55,19.8,0.866,0.0,1.45,4950.608952442113,19.8,0.898,0.0,0.725,990.374378707364,40.3,0.865,0.0,1.83,4469.305835643779,8.32,0.654,0.0,1.46,4407.815570098186
1731071323.05,19.8,0.83,0.0,1.36,4950.824735586992,19.8,0.812,0.0,1.13,990.4175243300184,39.7,0.748,0.0,1.6,4468.834643648329,7.68,1.31,0.0,2.85,4407.768554779164
1731071323.55,19.8,0.514,0.0,2.28,4951.040521950916,20.5,0.699,0.0,0.784,990.4606705972736,40.4,0.644,0.0,2.55,4469.27881829006,8.32,0.78,0.0,4.98,4407.721539525835
1731071324.05,20.5,0.587,0.0,1.96,4951.256311533468,19.8,0.722,0.0,0.852,990.5038175090492,39.7,0.765,0.0,2.16,4469.204068487376,7.68,1.484,0.0,1.52,4407.674524338202
1731071324.55,19.8,0.47,0.0,2.19,4951.472104334225,19.8,0.774,0.0,0.92,990.5469650652608,39.7,0.689,0.0,2.1,4469.473832665951,8.32,0.828,0.0,2.98,4407.627509216268
1731071325.05,19.8,0.595,0.0,1.79,4951.687900352767,19.9,0.746,0.0,0.874,990.5901132658238,40.3,1.065,0.0,2.0,4469.178279440597,7.68,0.707,0.0,1.6,4407.580494160032
1731071325.55,20.5,0.611,0.0,10.0,4951.9036995886745,19.8,0.93,0.0,8.49,990.6332621106574,40.3,0.718,0.0,1.68,4469.611005861112,7.68,0.519,0.0,1.83,4407.533479169501
1731071326.05,19.8,0.674,0.0,3.49,4952.119502041525,20.5,0.782,0.0,1.07,990.6764115996712,39.7,0.786,0.0,4.74,4469.100448583259,8.32,0.541,0.0,2.1,4407.486464244672
1731071326.55,19.8,0.644,0.0,1.39,4952.335307710899,19.8,0.93,0.0,1.49,990.7195617327842,40.3,0.946,0.0,1.76,4469.664000305676,8.32,1.371,0.0,1.4,4407.43944938555
1731071327.05,19.8,0.587,0.0,1.67,4952.551116596375,19.8,0.772,0.0,1.08,990.762712509912,39.7,0.964,0.0,1.37,4469.404400303229,7.68,0.801,0.0,2.4,4407.392434592136
1731071327.55,20.5,0.689,0.0,2.48,4952.766928697533,20.5,0.638,0.0,1.36,990.8058639309708,40.3,1.111,0.0,2.61,4469.460709624554,8.32,0.648,0.0,1.83,4407.345419864432
1731071328.05,19.8,0.774,0.0,1.31,4952.982744013954,19.8,0.649,0.0,1.31,990.8490159958794,39.7,1.136,0.0,1.9,4469.423183988211,7.68,0.821,0.0,4.96,4407.298405202444
1731071328.55,19.8,0.863,0.0,1.56,4953.198562545216,19.8,0.93,0.0,1.31,990.8921687045474,40.3,1.169,0.0,1.4,4469.535077095429,8.32,0.732,0.0,2.32,4407.251390606168
1731071329.05,19.8,0.887,0.0,1.34,4953.414384290901,19.8,0.671,0.0,1.18,990.935322056894,39.6,1.162,0.0,3.24,4469.528421875882,7.68,1.16,0.0,1.74,4407.20437607561
1731071329.55,20.5,0.81,0.0,1.51,4953.630209250586,20.5,0.885,0.0,1.07,990.9784760528348,39.7,0.842,0.0,1.68,4469.909606575265,7.68,0.853,0.0,2.3,4407.157361610769
1731071330.05,19.8,0.948,0.0,3.71,4953.846037423851,19.8,0.873,0.0,5.93,991.0216306922858,40.3,0.999,0.0,1.5,4469.624348432272,8.32,0.836,0.0,1.53,4407.11034721165
1731071330.55,19.8,1.24,0.0,1.89,4954.06186881028,19.8,0.715,0.0,1.99,991.0647859751664,39.0,1.066,0.0,2.65,4470.030184062932,8.32,0.794,0.0,1.38,4407.063332878256
1731071331.05,19.9,1.003,0.0,2.17,4954.277703409449,19.8,1.102,0.0,0.907,991.107941901386,41.0,1.131,0.0,8.25,4469.675282095154,7.68,0.75,0.0,2.91,4407.0163186105865
1731071331.55,20.5,0.9,0.0,2.2,4954.493541220939,20.5,0.9,0.0,0.96,991.151098470864,39.6,1.404,0.016,2.16,4469.939338803789,8.32,0.615,0.0,1.58,4406.969304408643
1731071332.05,19.2,0.423,0.0,2.14,4954.709382244331,19.8,0.883,0.0,0.954,991.1942556835156,39.7,1.101,0.0,2.1,4470.213215813752,7.68,1.101,0.0,1.8,4406.92229027243
1731071332.55,20.5,0.365,0.0,4.41,4954.925226479205,19.8,0.901,0.0,0.96,991.2374135392578,40.3,1.178,0.0,2.14,4469.671492505763,8.32,1.205,0.0,3.26,4406.875276201948
1731071333.05,19.8,0.273,0.0,3.01,4955.141073925141,19.8,0.935,0.0,0.827,991.2805720380092,39.0,1.063,0.0,1.66,4469.834871870649,7.68,0.719,0.0,7.51,4406.828262197201
1731071333.55,20.5,0.456,0.0,2.55,4955.35692458172,20.5,0.967,0.0,0.82,991.3237311796794,41.0,0.845,0.0,1.93,4469.975826800627,8.32,0.731,0.0,1.78,4406.781248258189
1731071334.05,19.8,0.813,0.0,1.79,4955.572778448522,19.8,0.882,0.0,1.24,991.366890964188,39.6,1.171,0.0,2.66,4470.508070870036,7.68,0.797,0.0,2.27,4406.734234384914
1731071334.55,19.8,0.445,0.0,4.93,4955.788635525127,19.9,0.948,0.0,0.827,991.4100513914506,40.3,0.829,0.0,1.68,4470.512495385785,8.32,0.939,0.0,1.6,4406.687220577381
1731071335.05,19.8,0.431,0.0,2.74,4956.004495811117,19.8,0.946,0.0,0.797,991.4532124613836,39.7,1.116,0.0,1.6,4470.081640688944,7.68,0.934,0.0,2.91,4406.640206835588
1731071335.55,20.5,0.311,0.0,1.75,4956.220359306071,19.8,0.443,0.0,0.807,991.496374173906,40.3,1.015,0.0,7.98,4470.469205431741,8.32,0.517,0.0,1.61,4406.593193159542
1731071336.05,19.8,1.119,0.0,1.64,4956.436226009571,20.5,0.376,0.0,1.67,991.539536528928,39.7,1.298,0.0,1.29,4470.420209432142,7.68,0.739,0.0,1.63,4406.54617954924
1731071336.55,19.9,0.472,0.0,1.77,4956.6520959211975,19.8,0.414,0.0,1.04,991.5826995263684,40.3,1.209,0.0,2.35,4470.241035910221,8.32,0.764,0.0,2.3,4406.499166004686
1731071337.05,19.8,0.482,0.0,1.82,4956.867969040532,19.9,0.607,0.0,1.68,991.6258631661432,39.7,1.327,0.0,1.89,4470.199476231164,7.68,1.122,0.0,1.77,4406.452152525884
1731071337.55,20.5,0.455,0.0,1.78,4957.083845367152,20.5,0.435,0.0,4.69,991.6690274481692,39.7,0.797,0.0,1.49,4470.267490260845,8.32,1.015,0.0,6.13,4406.405139112834
1731071338.05,19.8,0.666,0.0,2.25,4957.299724900644,19.8,0.554,0.0,0.872,991.7121923723648,40.3,0.941,0.0,2.36,4470.778217030137,7.68,0.576,0.0,1.48,4406.3581257655405
1731071338.55,19.8,0.677,0.0,1.44,4957.515607640585,19.8,0.605,0.0,3.2,991.7553579386406,40.3,0.77,0.0,1.99,4470.541364142588,8.32,0.941,0.0,1.72,4406.311112484002
1731071339.05,19.8,0.587,0.0,2.92,4957.731493586558,19.8,0.536,0.0,0.813,991.7985241469156,39.7,1.079,0.0,2.22,4470.347340977848,7.68,0.513,0.0,3.34,4406.264099268223
1731071339.55,20.5,0.808,0.0,1.52,4957.947382738143,19.8,0.468,0.0,4.31,991.841690997106,40.3,0.915,0.0,2.19,4470.500524908097,8.32,1.021,0.0,2.09,4406.217086118205
1731071340.05,19.8,0.858,0.0,1.83,4958.163275094921,20.5,0.545,0.0,0.873,991.884858489128,39.7,1.031,0.0,5.83,4470.772162895967,7.68,1.296,0.0,1.83,4406.170073033949
1731071340.55,19.8,0.671,0.0,2.52,4958.379170656476,19.8,0.781,0.0,3.19,991.9280266229008,40.3,1.522,0.0,3.7,4471.067481077777,8.32,0.65,0.0,2.52,4406.123060015461
1731071341.05,19.8,0.833,0.0,1.47,4958.595069422387,19.8,0.773,0.0,0.788,991.9711953983348,39.7,1.261,0.0,2.12,4470.445362488834,7.68,1.113,0.0,1.7,4406.076047062737
1731071341.55,20.5,0.596,0.0,2.35,4958.810971392235,19.8,0.513,0.0,5.89,992.0143648153488,39.7,0.876,0.0,4.42,4470.651430015312,8.32,0.661,0.0,1.94,4406.0290341757855
1731071342.05,19.8,0.742,0.0,1.91,4959.026876565603,20.5,0.761,0.0,1.71,992.0575348738594,40.3,0.832,0.0,6.12,4470.481749892216,7.68,1.25,0.0,3.11,4405.982021354604
1731071342.55,19.8,0.781,0.0,2.42,4959.242784942072,19.8,0.677,0.0,3.33,992.1007055737828,40.3,0.581,0.0,4.54,4471.105347325047,7.68,1.001,0.0,1.6,4405.935008599196
1731071343.05,19.8,0.725,0.0,3.21,4959.458696521225,19.9,0.726,0.0,0.843,992.1438769150382,39.7,0.487,0.0,2.48,4470.8703868791135,8.32,0.718,0.0,2.0,4405.887995909565
1731071343.55,20.5,0.629,0.0,3.27,4959.674611302641,19.8,0.613,0.0,0.824,992.187048897536,39.7,0.647,0.0,1.86,4470.768922687805,8.32,1.026,0.0,1.83,4405.840983285711
1731071344.05,19.8,0.735,0.0,10.6,4959.890529285904,20.5,0.705,0.0,0.728,992.2302215211952,40.4,0.655,0.0,1.74,4471.078697430701,7.68,0.671,0.0,1.66,4405.793970727637
1731071344.55,19.8,1.086,0.0,2.79,4960.106450470595,19.8,0.656,0.0,0.763,992.2733947859324,40.3,0.897,0.0,3.15,4470.751836224124,8.32,1.327,0.0,2.32,4405.746958235345
1731071345.05,19.8,0.594,0.0,2.97,4960.322374856295,19.8,0.755,0.0,1.02,992.316568691664,39.7,0.884,0.0,1.9,4471.199701874241,7.68,0.704,0.0,1.59,4405.699945808838
1731071345.55,20.5,0.503,0.0,3.67,4960.538302442589,20.5,0.726,0.0,1.15,992.359743238309,40.3,0.969,0.0,1.54,4471.534959791682,8.32,0.609,0.0,1.68,4405.652933448118
1731071346.05,19.8,0.704,0.0,1.79,4960.754233229056,19.8,0.853,0.0,1.63,992.402918425778,39.0,0.834,0.016,2.35,4471.566670711876,7.68,0.743,0.0,2.13,4405.605921153186
1731071346.55,19.8,0.762,0.0,2.65,4960.97016721528,19.8,0.724,0.0,0.752,992.4460942539902,40.3,0.69,0.0,1.69,4471.139651493131,7.68,0.559,0.0,2.2,4405.558908924042
1731071347.05,19.8,0.703,0.0,3.82,4961.186104400842,19.8,0.793,0.0,1.3,992.489270722862,39.7,0.874,0.0,1.56,4471.219500881344,8.32,1.474,0.0,9.76,4405.511896760693
1731071347.55,20.5,0.573,0.0,2.29,4961.4020447853245,19.8,0.658,0.0,1.32,992.53244783231,40.3,0.785,0.0,2.2,4471.489069047943,8.32,0.903,0.0,1.66,4405.464884663138
1731071348.05,19.8,0.941,0.0,1.86,4961.617988368311,20.5,0.676,0.0,1.89,992.5756255822538,39.7,1.017,0.0,2.04,4471.456673517668,7.68,0.768,0.0,1.74,4405.417872631381
1731071348.55,19.8,0.831,0.0,5.98,4961.833935149381,19.8,0.697,0.0,2.02,992.6188039726032,39.7,1.21,0.0,3.66,4471.49856274876,8.32,0.622,0.0,2.72,4405.370860665423
1731071349.05,19.8,0.839,0.0,1.56,4962.049885128121,19.8,0.767,0.0,0.785,992.661983003278,40.3,1.15,0.0,1.71,4471.307227506415,7.68,0.595,0.0,1.84,4405.323848765264
1731071349.55,20.5,0.821,0.0,2.13,4962.265838304111,20.5,0.703,0.0,0.859,992.7051626741944,39.7,1.351,0.0,7.98,4471.771826511407,8.32,1.47,0.0,2.29,4405.27683693091
1731071350.05,19.8,0.73,0.0,1.75,4962.4817946769335,19.8,0.52,0.0,0.737,992.7483429852692,39.7,0.634,0.0,2.29,4471.58523758768,7.68,0.864,0.0,2.48,4405.22982516236
1731071350.55,19.8,0.855,0.0,2.54,4962.697754246173,19.8,0.777,0.0,1.34,992.7915239364216,40.9,0.847,0.0,1.76,4471.579325086018,8.32,0.76,0.0,1.78,4405.18281345962
1731071351.05,19.8,1.075,0.0,2.19,4962.913717011409,19.9,0.78,0.0,0.803,992.8347055275624,39.7,0.961,0.0,1.68,4471.501438009468,7.68,0.715,0.0,1.63,4405.135801822686
1731071351.55,20.5,0.92,0.0,2.26,4963.129682972227,20.5,0.745,0.0,1.0,992.8778877586104,40.3,0.853,0.0,3.1,4471.479297538143,8.32,0.626,0.0,4.27,4405.088790251565
1731071352.05,19.9,0.883,0.0,1.71,4963.34565212821,19.8,0.731,0.0,8.42,992.921070629483,39.7,1.213,0.0,2.01,4472.121270297047,7.68,0.603,0.0,1.69,4405.041778746258
1731071352.55,19.8,1.06,0.0,2.17,4963.561624478938,19.8,0.887,0.0,1.03,992.9642541400962,40.3,1.022,0.0,3.22,4472.253329708395,8.32,0.934,0.0,1.66,4404.994767306766
1731071353.05,19.8,0.853,0.0,2.18,4963.777600023998,19.8,0.848,0.0,0.916,993.0074382903698,39.7,1.112,0.0,1.9,4471.97643434946,7.68,0.903,0.0,3.06,4404.947755933094
1731071353.55,19.8,0.384,0.0,8.56,4963.99357876297,19.9,0.823,0.0,0.76,993.050623080214,40.4,1.104,0.0,1.48,4472.106791103179,8.32,0.892,0.0,1.75,4404.900744625241
1731071354.05,20.5,0.425,0.0,1.96,4964.209560695439,20.5,0.894,0.0,1.66,993.0938085095486,39.7,1.437,0.0,4.67,4471.818519790582,7.68,0.778,0.0,1.72,4404.85373338321
1731071354.55,19.9,0.634,0.0,1.59,4964.425545820986,19.9,0.895,0.0,1.29,993.1369945782902,39.7,1.014,0.0,1.77,4471.814928368227,8.32,0.938,0.0,2.77,4404.806722207002
1731071355.05,19.8,0.806,0.0,3.11,4964.641534139197,19.8,0.976,0.0,2.17,993.1801812863552,40.3,0.79,0.0,2.96,4471.855568486174,7.68,0.966,0.0,3.21,4404.759711096622
1731071355.55,20.5,0.584,0.0,1.61,4964.857525649654,20.5,0.934,0.0,0.88,993.2233686336637,40.3,0.913,0.0,4.82,4472.370882016488,8.32,1.076,0.0,1.73,4404.712700052071
1731071356.05,19.9,0.366,0.0,1.55,4965.07352035194,19.8,1.133,0.0,0.776,993.2665566201256,39.7,0.959,0.0,3.03,4471.901304148508,7.68,0.584,0.0,4.12,4404.665689073349
1731071356.55,19.8,0.606,0.0,2.92,4965.289518245638,19.8,0.807,0.0,0.766,993.309745245661,40.4,1.075,0.0,2.45,4472.184388459451,8.32,0.831,0.0,9.55,4404.61867816046
1731071357.05,19.8,0.42,0.0,1.55,4965.505519330333,19.8,0.647,0.0,1.34,993.3529345101864,39.6,1.057,0.0,1.86,4472.209446051342,7.68,0.842,0.0,2.14,4404.571667313406
1731071357.55,19.8,0.672,0.0,2.01,4965.721523605607,19.8,0.525,0.0,0.754,993.3961244136186,40.4,1.267,0.0,1.69,4472.084514988508,8.32,0.988,0.0,2.1,4404.524656532189
1731071358.05,20.5,0.605,0.0,10.6,4965.937531071047,19.8,0.456,0.0,0.831,993.4393149558772,39.7,1.48,0.0,3.52,4472.692228145344,7.68,0.99,0.0,2.16,4404.477645816812
1731071358.55,19.8,0.421,0.0,1.7,4966.153541726232,19.8,0.554,0.0,0.861,993.4825061368726,40.3,1.501,0.0,2.96,4472.845823683729,8.32,0.682,0.0,1.79,4404.430635167275
1731071359.05,19.8,0.433,0.0,2.46,4966.369555570749,19.8,0.512,0.0,0.811,993.5256979565248,39.7,0.727,0.0,1.74,4472.640783752897,7.68,0.887,0.0,2.06,4404.38362458358
1731071359.55,20.5,0.398,0.0,1.8,4966.585572604181,19.8,0.495,0.0,0.858,993.5688904147506,40.3,0.677,0.0,2.72,4472.272704141034,7.68,0.61,0.0,2.79,4404.336614065732
1731071360.05,19.8,0.917,0.0,1.76,4966.801592826111,20.5,0.413,0.0,0.723,993.6120835114664,39.0,0.725,0.016,1.56,4472.401552208101,8.32,1.209,0.0,2.25,4404.289603613731
1731071360.55,19.8,0.662,0.0,2.85,4967.017616236126,19.9,0.539,0.0,0.767,993.6552772465924,40.3,0.736,0.0,1.63,4472.853364611535,8.32,1.111,0.0,1.61,4404.242593227581
1731071361.05,19.8,0.46,0.0,2.47,4967.233642833806,19.8,0.78,0.0,0.811,993.6984716200388,39.7,1.03,0.0,2.93,4472.936328297246,7.68,0.799,0.0,4.36,4404.195582907281
1731071361.55,19.8,0.592,0.0,2.12,4967.449672618737,19.8,0.565,0.0,0.813,993.7416666317258,40.3,0.925,0.0,1.39,4472.967547447263,8.32,0.888,0.0,7.11,4404.148572652834
1731071362.05,20.5,0.5,0.0,1.78,4967.665705590504,20.5,0.489,0.0,0.73,993.78486228157,39.7,0.96,0.0,2.21,4472.8754804394575,7.68,0.478,0.0,1.78,4404.101562464244
1731071362.55,19.8,0.602,0.0,5.44,4967.88174174869,19.8,0.622,0.0,0.819,993.828058569488,40.3,1.361,0.0,2.2,4473.209954158535,8.32,1.117,0.0,1.61,4404.054552341511
1731071363.05,19.8,0.49,0.0,2.64,4968.097781092881,19.8,0.602,0.0,1.14,993.8712554954,39.0,0.615,0.0,1.67,4473.021381353588,7.68,0.836,0.0,3.3,4404.007542284641
1731071363.55,19.8,0.757,0.0,1.69,4968.313823622659,20.5,0.58,0.0,1.05,993.9144530592164,41.0,0.638,0.0,8.57,4473.116035201601,8.32,0.581,0.0,1.42,4403.960532293631
1731071364.05,20.5,0.723,0.0,1.73,4968.529869337609,19.8,0.519,0.0,1.91,993.9576512608572,39.7,0.941,0.0,2.11,4472.958245634837,7.68,0.908,0.0,1.67,4403.913522368485
1731071364.55,19.8,0.753,0.0,3.93,4968.745918237317,19.8,0.785,0.0,0.838,994.0008501002396,40.3,0.552,0.0,2.29,4472.897304663187,8.32,0.663,0.0,2.45,4403.866512509207
1731071365.05,19.9,0.751,0.0,1.54,4968.961970321367,19.9,0.922,0.0,0.74,994.0440495772798,39.7,0.769,0.0,1.72,4473.229557225668,7.68,1.305,0.0,1.48,4403.819502715795
1731071365.55,20.5,0.715,0.0,2.14,4969.178025589344,19.8,0.718,0.0,0.96,994.0872496918984,40.3,0.609,0.0,1.69,4473.086902324303,8.32,0.858,0.0,2.02,4403.772492988257
1731071366.05,19.9,0.666,0.0,1.7,4969.39408404083,20.5,0.688,0.0,2.49,994.1304504440054,39.7,0.794,0.0,3.15,4473.072740977304,7.68,1.369,0.0,3.68,4403.725483326589
1731071366.55,19.8,0.616,0.0,1.62,4969.610145675413,19.8,0.622,0.0,1.16,994.1736518335216,40.3,0.693,0.0,1.42,4473.224716356815,8.32,1.296,0.0,1.84,4403.678473730797
1731071367.05,19.8,0.668,0.0,2.38,4969.826210492677,19.8,0.716,0.0,0.84,994.2168538603632,39.7,0.921,0.0,1.61,4473.080162801691,7.68,0.728,0.0,2.43,4403.631464200881
1731071367.55,19.9,0.573,0.0,1.6,4970.042278492206,20.5,0.757,0.0,1.27,994.2600565244476,40.3,0.705,0.0,3.91,4473.328867673819,8.32,1.401,0.0,2.05,4403.584454736844
1731071368.05,20.5,0.684,0.0,1.55,4970.258349673586,19.8,0.812,0.0,0.806,994.3032598256945,39.7,0.812,0.0,10.2,4473.2392615141225,7.65,0.818,0.0,2.03,4403.53744533869
1731071368.55,19.8,0.6,0.0,1.87,4970.474424036402,19.8,0.806,0.0,1.08,994.3464637640149,40.3,0.78,0.0,2.19,4473.308418145231,8.36,0.646,0.0,2.18,4403.490436006419
1731071369.05,19.9,0.627,0.0,2.19,4970.690501580239,19.8,0.628,0.0,0.759,994.3896683393286,39.7,1.029,0.0,1.65,4473.415032006406,7.68,0.518,0.0,1.4,4403.443426740033
1731071369.55,20.5,0.659,0.0,1.99,4970.90658230468,19.8,0.571,0.0,1.01,994.4328735515528,40.3,0.886,0.0,3.17,4473.533441862343,8.32,0.537,0.0,3.01,4403.396417539533
1731071370.05,19.8,0.981,0.0,2.39,4971.122666209314,20.5,0.52,0.0,0.77,994.4760794006046,39.7,1.198,0.0,4.88,4473.719540523588,7.68,1.36,0.0,1.4,4403.349408404924
1731071370.55,19.8,0.827,0.0,2.15,4971.338753293725,19.8,0.534,0.0,0.802,994.5192858864036,40.3,1.146,0.0,3.77,4473.730348480496,8.32,0.847,0.0,1.81,4403.302399336208
1731071371.05,19.8,0.785,0.0,1.52,4971.5548435574965,19.8,0.614,0.0,0.85,994.5624930088612,39.7,1.131,0.0,3.69,4473.441450158875,7.68,0.728,0.0,10.8,4403.255390333384
1731071371.55,20.5,1.007,0.0,3.21,4971.770937000216,20.5,0.606,0.0,0.834,994.6057007678972,39.7,0.782,0.0,4.98,4474.112455730133,8.32,0.529,0.0,1.56,4403.208381396456
1731071372.05,19.9,0.965,0.0,2.09,4971.987033621467,19.8,0.608,0.0,1.78,994.6489091634288,40.3,0.903,0.0,4.44,4474.036343412796,7.68,0.885,0.0,1.7,4403.1613725254265
1731071372.55,19.8,0.937,0.0,10.8,4972.203133420838,19.9,0.691,0.0,1.21,994.6921181953728,40.3,0.88,0.0,5.66,4473.724567589454,7.68,0.703,0.0,2.49,4403.114363720298
1731071373.05,19.8,1.142,0.0,2.57,4972.419236397913,19.8,0.786,0.0,1.22,994.7353278636496,39.7,0.836,0.0,7.42,4473.978179870615,8.32,0.791,0.0,1.58,4403.067354981072
1731071373.55,20.5,1.098,0.0,1.85,4972.635342552277,20.5,0.705,0.0,1.01,994.77853816817,40.3,0.906,0.0,9.18,4474.121146422589,8.32,0.895,0.0,2.45,4403.020346307749
1731071374.05,19.8,0.986,0.0,1.68,4972.851451883516,19.8,0.899,0.0,0.975,994.8217491088542,39.7,1.075,0.0,7.445,4474.000476657214,7.68,0.6,0.0,1.71,4402.973337700331
1731071374.55,19.8,0.773,0.0,2.52,4973.067564391218,19.8,0.818,0.0,0.785,994.8649606856192,40.3,1.073,0.0,5.71,4473.835371114687,8.32,0.65,0.0,1.54,4402.926329158824
1731071375.05,19.8,0.648,0.0,1.63,4973.283680074966,19.8,0.916,0.0,1.05,994.9081728983824,39.7,1.203,0.0,4.46,4474.194789499123,7.68,0.631,0.0,1.9,4402.879320683227
1731071375.55,20.5,0.636,0.0,1.64,4973.499798934348,20.5,0.862,0.0,0.88,994.9513857470638,39.0,1.162,0.016,4.95,4474.539902970467,8.32,0.85,0.0,6.81,4402.832312273545
1731071376.05,19.9,0.379,0.0,2.65,4973.715920968949,19.9,1.011,0.0,8.24,994.9945992315744,40.3,0.927,0.0,5.16,4473.938310503216,7.68,0.856,0.0,1.62,4402.785303929774
1731071376.55,19.8,0.382,0.0,1.43,4973.932046178355,19.8,1.142,0.0,0.728,995.0378133518344,40.3,0.807,0.0,3.27,4474.399598890372,7.68,0.545,0.0,2.44,4402.738295651923
1731071377.05,19.8,0.543,0.0,2.51,4974.148174562153,19.8,1.072,0.0,1.9,995.0810281077612,39.7,0.898,0.0,3.64,4474.4643367842455,8.33,0.697,0.0,2.19,4402.69128743999
1731071377.55,20.5,0.556,0.0,2.4,4974.364306119928,19.9,0.644,0.0,1.21,995.1242434992716,40.4,1.073,0.0,4.11,4474.331367759756,8.32,0.687,0.0,2.2,4402.644279293978
1731071378.05,19.8,0.516,0.0,1.53,4974.580440851269,19.8,0.696,0.0,1.82,995.1674595262862,39.7,1.11,0.0,10.2,4474.206954043087,7.68,1.054,0.0,1.81,4402.597271213892
1731071378.55,19.8,1.221,0.0,2.06,4974.796578755759,20.5,0.862,0.0,0.821,995.210676188716,40.3,1.632,0.0,1.93,4474.641909809469,8.31,1.538,0.0,2.1,4402.550263199729
1731071379.05,19.8,0.465,0.0,1.7,4975.012719832986,19.8,0.566,0.0,0.855,995.2538934864812,39.7,1.229,0.0,1.64,4474.842587068272,7.68,0.802,0.0,3.12,4402.503255251494
1731071379.55,20.5,0.453,0.0,1.58,4975.228864082535,20.5,0.461,0.0,0.759,995.2971114194992,40.4,1.279,0.0,2.72,4474.2652469461245,8.33,0.835,0.0,1.64,4402.4562473691885
1731071380.05,19.8,0.447,0.0,2.54,4975.445011503995,19.8,0.719,0.0,0.746,995.3403299876868,39.0,0.679,0.0,2.02,4474.907048909197,7.67,0.706,0.0,4.66,4402.409239552815
1731071380.55,19.9,0.75,0.0,2.2,4975.661162096953,19.8,0.543,0.0,0.943,995.3835491909653,40.9,0.947,0.0,1.51,4474.484228843634,8.32,1.093,0.0,10.6,4402.362231802376
1731071381.05,19.8,0.735,0.0,2.14,4975.877315860993,19.9,0.487,0.0,0.781,995.4267690292448,39.7,0.806,0.0,3.21,4474.996554109619,7.68,1.108,0.0,4.12,4402.315224117873
1731071381.55,20.5,0.488,0.0,1.83,4976.093472795703,19.8,0.58,0.0,0.875,995.469989502446,39.7,0.978,0.0,1.59,4474.868313049858,8.32,0.686,0.0,3.76,4402.268216499308
1731071382.05,19.8,1.199,0.0,10.5,4976.30963290067,20.5,0.689,0.0,0.763,995.5132106104865,40.3,1.229,0.0,1.98,4474.687587526766,7.68,0.856,0.0,4.07,4402.221208946683
1731071382.55,19.9,0.603,0.0,2.34,4976.5257961754805,19.8,0.629,0.0,0.885,995.5564323532832,40.3,0.859,0.0,9.55,4474.856981369965,8.32,0.929,0.0,2.91,4402.17420146
1731071383.05,19.8,0.692,0.0,2.09,4976.7419626197225,19.8,0.667,0.0,0.928,995.599654730757,39.7,0.963,0.0,1.49,4474.858246483631,7.69,1.299,0.0,2.4,4402.127194039264
1731071383.55,20.5,0.736,0.0,1.82,4976.9581322329805,20.5,0.626,0.0,0.996,995.6428777428188,40.3,1.009,0.0,2.76,4474.783403908522,8.31,1.18,0.0,2.06,4402.080186684473
1731071384.05,19.8,0.588,0.0,2.77,4977.174305014844,19.8,0.478,0.0,1.06,995.6861013893888,39.7,0.905,0.0,2.06,4474.968707975961,7.68,0.728,0.0,2.8,4402.03317939563
1731071384.55,19.8,0.576,0.0,2.0,4977.3904809649,19.8,0.626,0.0,0.689,995.7293256703846,39.7,0.568,0.0,1.86,4475.119639853301,8.32,0.797,0.0,1.73,4401.986172172738
1731071385.05,19.8,0.676,0.0,1.73,4977.606660082734,19.8,0.664,0.0,0.873,995.7725505857236,40.3,0.778,0.0,2.59,4475.296476054014,7.68,0.467,0.0,7.05,4401.9391650158
