Time,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2F4Distance,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F2F1Distance,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2S1Distance,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2C1Distance
1731070780.55,19.8,0.52,0.0,1.74,4718.686681694389,19.8,0.714,0.0,0.747,944.0023358021962,39.7,1.179,0.0,1.66,4415.914109567792,8.31,0.671,0.0,2.29,4458.818365890228
1731070781.05,19.8,0.455,0.0,1.95,4718.898712888421,19.8,0.735,0.0,0.957,944.0447301372966,40.3,1.434,0.0,1.58,4415.939178429125,7.68,0.667,0.0,2.6,4458.771280577195
1731070781.55,19.8,0.774,0.0,3.65,4719.110747799844,20.5,0.456,0.0,0.871,944.0871252167354,40.4,1.246,0.0,1.75,4416.164237509458,8.32,0.91,0.0,2.03,4458.724195327628
1731070782.05,20.5,0.491,0.0,1.97,4719.322786428154,19.8,0.508,0.0,1.73,944.1295210404126,39.7,1.38,0.0,2.44,4416.62497042741,7.68,0.909,0.0,2.95,4458.677110141527
1731070782.55,19.8,0.415,0.0,2.31,4719.534828772852,19.8,0.429,0.0,1.03,944.1719176082275,40.3,1.357,0.0,1.61,4416.539812520174,8.32,0.421,0.0,2.28,4458.630025018895
1731070783.05,19.8,0.641,0.0,9.06,4719.746874833438,19.8,0.493,0.0,1.07,944.2143149200832,39.7,0.691,0.0,1.58,4416.355272184469,7.68,0.719,0.0,2.12,4458.582939959736
1731070783.55,20.5,0.692,0.0,1.41,4719.958924609408,20.5,0.47,0.0,2.67,944.2567129758736,40.3,0.872,0.0,3.21,4416.247656947933,7.68,0.434,0.0,5.39,4458.535854964049
1731070784.05,19.8,0.636,0.0,2.19,4720.170978100264,19.8,0.534,0.0,0.885,944.2991117755008,39.6,0.763,0.0,1.83,4416.281375437844,8.32,1.054,0.0,1.51,4458.488770031837
1731070784.55,19.8,0.615,0.0,1.77,4720.383035305504,19.8,0.448,0.0,0.841,944.3415113188654,40.3,0.825,0.0,2.5,4416.356226108139,8.32,0.966,0.0,3.0,4458.441685163101
1731070785.05,19.8,0.518,0.0,1.69,4720.595096224627,19.8,0.565,0.0,0.739,944.3839116058668,39.6,0.85,0.0,2.31,4416.403384335665,7.68,0.576,0.0,1.71,4458.394600357846
1731070785.55,20.5,0.581,0.0,2.21,4720.807160857135,19.8,0.521,0.0,0.769,944.426312636408,40.4,0.957,0.0,1.57,4416.631327842863,8.32,1.027,0.0,1.72,4458.347515616073
1731070786.05,19.8,0.621,0.0,1.62,4721.019229202525,20.5,0.678,0.0,0.745,944.4687144103827,39.6,1.001,0.0,3.19,4416.835783901276,7.68,0.535,0.0,2.47,4458.300430937781
1731070786.55,19.8,0.63,0.0,2.97,4721.231301260297,19.9,0.708,0.0,0.812,944.511116927694,40.3,1.106,0.0,1.57,4416.727561444891,8.32,1.093,0.0,2.22,4458.253346322975
1731070787.05,19.8,0.81,0.0,1.91,4721.443377029952,19.8,0.498,0.0,1.45,944.5535201882416,39.0,0.521,0.0,2.21,4417.185699200205,7.68,1.012,0.0,2.23,4458.206261771656
1731070787.55,20.5,0.838,0.0,9.98,4721.655456510989,20.5,0.518,0.0,1.8,944.5959241919254,40.3,0.584,0.0,1.72,4416.531584423291,8.32,0.607,0.0,4.8,4458.159177283825
1731070788.05,19.8,0.753,0.0,2.47,4721.867539702909,19.9,0.73,0.0,7.5,944.6383289386486,40.3,0.686,0.0,2.38,4417.123525483967,7.68,0.979,0.0,4.36,4458.112092859488
1731070788.55,19.8,0.65,0.0,1.76,4722.07962660521,19.8,0.684,0.0,0.958,944.6807344283048,40.3,0.529,0.0,7.46,4416.769718922,8.32,0.689,0.0,4.7,4458.065008498643
1731070789.05,19.8,0.73,0.0,1.86,4722.291717217394,19.8,0.927,0.0,0.73,944.723140660797,39.7,0.59,0.0,2.22,4416.799958650013,7.68,1.306,0.0,4.99,4458.017924201293
1731070789.55,20.5,1.01,0.0,2.43,4722.50381153896,19.9,0.716,0.0,0.886,944.7655476360252,40.3,0.716,0.0,2.19,4417.251662501407,8.32,0.709,0.0,11.3,4457.97083996744
1731070790.05,19.8,0.688,0.0,1.78,4722.715909569408,20.5,0.665,0.0,0.782,944.8079553538896,39.7,0.674,0.0,2.12,4416.786618945063,7.68,0.619,0.0,4.78,4457.9237557970855
1731070790.55,19.8,0.55,0.0,1.69,4722.92801130824,19.8,0.759,0.0,0.856,944.8503638142932,40.3,0.757,0.0,2.2,4417.267408719185,8.3,0.932,0.0,3.05,4457.876671690236
1731070791.05,19.9,0.722,0.0,1.58,4723.140116754954,19.8,0.691,0.0,2.08,944.8927730171298,39.7,0.75,0.0,2.94,4417.369518235252,7.7,0.544,0.0,3.91,4457.829587646886
1731070791.55,19.8,0.677,0.0,1.64,4723.352225909052,20.5,0.662,0.0,0.819,944.9351829623024,40.4,1.273,0.0,1.65,4417.508124096801,8.32,1.387,0.0,1.77,4457.782503667042
1731070792.05,20.5,0.68,0.0,3.8,4723.564338770036,19.8,1.082,0.0,0.821,944.9775936497113,39.7,0.905,0.0,1.72,4417.719738021691,7.68,1.337,0.0,1.68,4457.735419750705
1731070792.55,19.8,0.683,0.0,1.67,4723.776455337403,19.8,0.967,0.0,0.824,945.0200050792564,40.3,0.729,0.0,2.35,4417.5660718070485,8.32,1.016,0.0,4.52,4457.688335897879
1731070793.05,19.8,0.932,0.0,1.44,4723.988575610657,19.8,0.871,0.0,0.775,945.0624172508408,39.7,0.875,0.0,7.98,4417.603891593521,7.68,0.924,0.0,1.99,4457.641252108564
1731070793.55,20.5,0.592,0.0,2.75,4724.200699589297,19.8,1.118,0.0,1.88,945.1048301643586,40.3,1.162,0.0,2.06,4417.185672731933,8.32,0.684,0.0,2.86,4457.594168382761
1731070794.05,19.8,0.78,0.0,1.89,4724.412827272824,20.5,0.803,0.0,1.36,945.147243819713,39.7,1.125,0.0,1.62,4417.223216368056,7.68,1.653,0.0,5.82,4457.547084720475
1731070794.55,19.8,0.882,0.0,1.54,4724.62495866074,19.8,0.572,0.0,1.2,945.189658216804,40.3,1.147,0.0,1.84,4417.562532308473,8.32,0.926,0.0,2.01,4457.500001121704
1731070795.05,19.8,1.054,0.0,2.35,4724.837093752545,19.8,0.927,0.0,0.904,945.232073355532,39.7,1.23,0.0,1.64,4417.629945915892,7.68,0.796,0.0,2.76,4457.452917586455
1731070795.55,20.5,1.074,0.0,1.83,4725.049232547742,20.5,0.84,0.0,1.7,945.2744892357998,39.7,0.905,0.0,1.74,4417.414584295399,8.32,0.871,0.0,1.73,4457.405834114727
1731070796.05,19.8,0.934,0.0,1.68,4725.2613750458295,19.8,0.82,0.0,1.15,945.316905857502,40.3,0.808,0.0,2.2,4417.671023382665,7.68,0.781,0.0,1.66,4457.358750706521
1731070796.55,19.8,0.983,0.0,1.99,4725.47352124631,19.8,0.689,0.0,2.65,945.3593232205412,40.3,0.901,0.0,2.12,4417.599543986939,7.68,0.7,0.0,2.75,4457.3116673618415
1731070797.05,19.8,1.077,0.0,10.8,4725.685671148685,19.8,0.728,0.0,1.91,945.4017413248184,39.7,0.931,0.0,1.54,4418.106893237491,8.32,0.86,0.0,2.02,4457.264584080689
1731070797.55,20.5,0.915,0.0,2.05,4725.8978247524565,20.5,0.743,0.0,1.06,945.4441601702332,40.3,0.861,0.0,7.7,4418.101841029322,8.32,0.867,0.0,1.63,4457.217500863067
1731070798.05,19.8,0.909,0.0,1.8,4726.109982057125,19.9,0.809,0.0,3.57,945.4865797566893,39.7,1.006,0.0,1.95,4417.681662039961,7.67,0.623,0.0,5.42,4457.170417708976
1731070798.55,19.8,0.736,0.0,1.92,4726.3221430621925,19.8,0.75,0.0,0.829,945.5290000840804,40.3,1.31,0.0,1.68,4417.77909219535,8.33,0.618,0.0,3.58,4457.123334618417
1731070799.05,19.8,0.463,0.0,2.76,4726.534307767161,19.8,0.769,0.0,0.816,945.5714211523104,39.7,1.185,0.0,1.3,4418.030740760679,7.68,0.616,0.0,1.67,4457.076251591395
1731070799.55,20.5,0.623,0.0,1.72,4726.746476171533,19.8,0.934,0.0,1.03,945.6138429612791,40.4,1.406,0.0,1.56,4418.049126725747,8.32,0.881,0.0,2.96,4457.029168627911
1731070800.05,19.8,0.567,0.0,1.57,4726.958648274807,20.5,0.978,0.0,1.02,945.6562655108872,39.7,0.997,0.0,1.94,4418.269269355364,7.68,1.037,0.0,1.51,4456.982085727964
1731070800.55,19.8,0.418,0.0,3.24,4727.17082407649,19.9,0.989,0.0,4.73,945.698688801038,40.3,0.786,0.0,1.77,4418.179033203828,7.68,0.668,0.0,1.87,4456.935002891562
1731070801.05,19.8,0.811,0.0,1.77,4727.38300357608,19.8,1.08,0.0,2.57,945.7411128316254,39.7,0.902,0.0,1.55,4418.069066754206,8.32,0.843,0.0,1.86,4456.887920118701
1731070801.55,20.5,0.644,0.0,6.03,4727.595186773081,20.5,0.968,0.0,1.83,945.7835376025532,39.7,1.081,0.0,2.79,4418.334573386387,8.32,0.759,0.0,1.58,4456.840837409386
1731070802.05,19.8,0.563,0.0,2.65,4727.807373666994,19.2,0.444,0.0,1.9,945.8259631137214,40.3,1.045,0.0,4.6,4418.155718484448,7.68,0.945,0.0,2.02,4456.793754763619
1731070802.55,19.8,0.844,0.0,1.41,4728.019564257322,20.5,0.508,0.0,0.868,945.8683893650308,40.3,1.364,0.0,1.62,4418.565029439445,8.32,0.882,0.0,1.76,4456.746672181401
1731070803.05,19.8,0.732,0.0,2.01,4728.2317585435685,19.8,0.423,0.0,1.05,945.9108163563848,39.7,1.287,0.0,2.19,4418.091987148533,7.68,0.542,0.0,1.61,4456.699589662737
1731070803.55,20.5,0.512,0.0,1.71,4728.443956525233,19.9,1.015,0.0,0.942,945.9532440876776,40.3,1.437,0.0,1.82,4418.445089745432,8.32,0.79,0.0,9.23,4456.652507207624
1731070804.05,19.8,0.92,0.0,1.79,4728.65615820182,20.5,0.521,0.0,1.52,945.9956725588124,39.0,0.929,0.0,2.1,4418.731781419839,7.69,0.627,0.0,2.94,4456.605424816068
1731070804.55,19.8,0.604,0.0,2.38,4728.868363572833,19.8,0.476,0.0,5.52,946.0381017696902,41.0,0.696,0.0,1.93,4418.721650110564,8.32,1.171,0.0,5.3,4456.558342488068
1731070805.05,19.8,0.479,0.0,1.71,4729.080572637772,19.9,0.517,0.0,1.27,946.0805317202112,39.7,0.794,0.0,1.89,4418.519993140028,7.68,1.218,0.0,3.82,4456.511260223629
1731070805.55,20.5,0.436,0.0,1.75,4729.292785396143,20.5,0.478,0.0,1.54,946.1229624102792,40.3,0.649,0.0,2.15,4418.80787511866,8.32,0.725,0.0,3.41,4456.464178022752
1731070806.05,19.8,0.659,0.0,2.94,4729.505001847445,19.9,0.6,0.0,0.949,946.165393839788,39.7,0.882,0.0,1.96,4418.37049975221,7.68,0.956,0.0,5.53,4456.417095885437
1731070806.55,19.8,0.739,0.0,2.32,4729.717221991184,19.8,0.444,0.0,2.36,946.2078260086416,40.3,0.819,0.0,1.65,4418.658254397613,8.32,0.522,0.0,1.95,4456.37001381169
1731070807.05,19.8,0.566,0.0,2.09,4729.929445826861,19.8,0.568,0.0,2.16,946.2502589167408,39.7,0.966,0.0,10.6,4418.371791906462,7.68,1.11,0.0,1.78,4456.322931801509
1731070807.55,20.5,0.504,0.0,2.04,4730.141673353981,19.8,0.558,0.0,1.24,946.2926925639856,40.4,1.142,0.0,1.78,4418.507673605966,8.32,1.055,0.0,2.98,4456.275849854898
1731070808.05,19.8,0.683,0.0,1.82,4730.353904572046,20.5,0.606,0.0,0.848,946.33512695028,39.7,1.174,0.0,1.63,4418.962886965596,7.68,0.526,0.0,7.69,4456.228767971861
1731070808.55,19.8,0.68,0.0,3.11,4730.566139480559,19.8,0.595,0.0,0.825,946.377562075518,39.7,0.672,0.0,3.19,4418.820204208823,8.32,0.818,0.0,2.02,4456.181686152396
1731070809.05,19.8,0.623,0.0,1.79,4730.778378079024,19.8,0.667,0.0,0.763,946.419997939604,40.3,0.835,0.0,1.85,4419.077462172667,7.68,0.482,0.0,1.63,4456.134604396505
1731070809.55,20.5,0.746,0.0,1.68,4730.990620366943,20.5,0.83,0.0,0.89,946.462434542438,40.3,0.735,0.0,1.72,4418.71481018537,8.3,1.299,0.0,1.65,4456.087522704193
1731070810.05,19.8,0.942,0.0,2.53,4731.202866343822,19.9,0.639,0.0,2.97,946.504871883921,39.7,0.514,0.0,3.08,4418.683012574142,7.7,0.76,0.0,2.44,4456.040441075462
1731070810.55,19.8,0.726,0.0,1.68,4731.415116009163,19.8,0.619,0.0,0.761,946.5473099639564,40.3,0.531,0.0,1.65,4419.462813662673,8.32,0.651,0.0,1.62,4455.993359510313
1731070811.05,19.8,0.74,0.0,9.25,4731.627369362469,19.8,0.799,0.0,0.968,946.5897487824392,39.7,0.841,0.0,1.95,4419.253538411283,7.68,0.994,0.0,1.77,4455.946278008747
1731070811.55,19.9,0.685,0.0,1.69,4731.839626403244,20.5,0.736,0.0,0.839,946.6321883392726,40.3,0.684,0.0,6.9,4418.929798296567,8.32,0.565,0.0,2.34,4455.8991965707655
1731070812.05,20.5,0.576,0.0,3.37,4732.051887130994,19.8,0.839,0.0,0.874,946.6746286343576,39.7,1.036,0.0,1.85,4419.119598875754,7.68,1.276,0.0,1.93,4455.852115196374
1731070812.55,19.8,0.781,0.0,4.53,4732.26415154522,19.8,0.801,0.0,0.748,946.7170696675948,39.7,0.758,0.0,1.91,4419.346060105883,8.32,0.693,0.0,3.1,4455.805033885571
1731070813.05,19.8,0.77,0.0,6.69,4732.476419645427,19.8,0.802,0.0,0.744,946.7595114388882,40.4,0.983,0.0,1.31,4419.274793352318,7.68,0.631,0.0,1.77,4455.757952638362
1731070813.55,20.5,0.667,0.0,3.27,4732.688691431119,20.5,0.863,0.0,0.927,946.8019539481325,40.3,0.88,0.0,2.87,4419.764954458684,7.68,0.636,0.0,1.55,4455.710871454745
1731070814.05,19.8,0.635,0.0,2.95,4732.9009669018005,19.8,0.873,0.0,0.876,946.8443971952308,39.7,0.776,0.0,1.61,4419.336154703334,8.32,0.605,0.0,3.18,4455.663790334724
1731070814.55,19.8,0.609,0.0,3.0,4733.113246056975,19.8,0.631,0.0,0.729,946.8868411800846,40.4,0.824,0.0,1.41,4419.80997696082,8.32,1.305,0.0,1.47,4455.616709278302
1731070815.05,19.8,0.81,0.0,4.04,4733.325528896147,19.8,0.744,0.0,0.96,946.9292859025944,39.6,1.285,0.0,3.21,4419.663774861126,7.68,1.081,0.0,1.77,4455.569628285478
1731070815.55,19.9,0.683,0.0,6.5,4733.537815418823,20.5,0.704,0.0,0.818,946.9717313626644,40.3,1.027,0.0,1.77,4419.636935175809,8.32,0.833,0.0,2.69,4455.52254735626
1731070816.05,20.5,0.781,0.0,1.71,4733.750105624504,19.8,0.634,0.0,1.42,947.0141775601892,39.7,1.152,0.0,2.13,4419.44676940224,7.69,0.722,0.0,1.62,4455.475466490641
1731070816.55,19.8,0.722,0.0,3.56,4733.962399512696,19.8,0.713,0.0,6.37,947.056624495072,40.3,1.394,0.0,1.9,4419.336269772106,8.31,0.631,0.0,1.62,4455.428385688631
1731070817.05,19.8,0.737,0.0,2.05,4734.174697082904,19.8,0.713,0.0,2.52,947.0990721672148,39.7,0.853,0.0,1.55,4420.078689413821,7.68,1.034,0.0,2.75,4455.381304950228
1731070817.55,20.5,0.817,0.0,1.71,4734.386998334631,19.8,0.672,0.0,0.933,947.1415205765176,40.3,0.997,0.0,2.03,4420.060126588692,7.68,0.745,0.0,9.73,4455.334224275435
1731070818.05,19.8,0.953,0.0,2.77,4734.599303267385,20.5,0.677,0.0,0.799,947.1839697228846,39.7,0.963,0.0,1.73,4419.835434436203,8.32,0.707,0.0,3.62,4455.287143664255
1731070818.55,19.8,1.038,0.0,1.64,4734.811611880667,19.8,0.887,0.0,0.88,947.2264196062108,40.3,0.977,0.0,1.59,4419.686562712664,8.32,0.752,0.0,4.63,4455.240063116689
1731070819.05,19.8,1.015,0.0,1.71,4735.023924173985,19.8,0.818,0.0,1.08,947.2688702263998,39.7,0.931,0.0,2.37,4420.218668196654,7.68,0.717,0.0,3.48,4455.19298263274
1731070819.55,20.5,1.258,0.0,2.53,4735.236240146842,20.5,1.072,0.0,1.06,947.311321583353,39.7,1.127,0.016,1.97,4419.949627182638,8.32,1.022,0.0,1.81,4455.145902212406
1731070820.05,19.8,0.639,0.0,3.64,4735.448559798744,19.9,1.032,0.0,2.3,947.3537736769712,39.6,1.131,0.0,2.15,4420.4284218142975,7.68,0.983,0.0,1.85,4455.098821855694
1731070820.55,19.8,1.079,0.0,1.94,4735.660883129197,19.8,0.961,0.0,0.87,947.396226507158,40.3,1.519,0.0,1.99,4419.759677194516,8.32,0.886,0.0,1.63,4455.0517415626055
1731070821.05,19.8,0.483,0.0,1.62,4735.873210137704,19.8,0.876,0.0,1.28,947.4386800738088,39.0,0.866,0.0,1.53,4420.161899022585,7.68,0.57,0.0,1.82,4455.00466133314
1731070821.55,19.8,0.345,0.0,1.54,4736.085540823772,19.8,0.982,0.0,0.808,947.4811343768276,41.0,0.801,0.0,2.96,4420.101530128464,8.32,0.679,0.0,2.6,4454.9575811673
1731070822.05,20.5,0.522,0.0,2.2,4736.297875186906,20.5,1.045,0.0,1.68,947.5235894161152,39.7,0.951,0.0,1.64,4420.299344837407,7.68,0.775,0.0,3.28,4454.910501065088
1731070822.55,19.8,0.49,0.0,1.9,4736.510213226611,19.8,0.937,0.0,1.02,947.5660451915728,40.3,0.882,0.0,1.66,4420.311546980895,8.32,0.864,0.0,1.97,4454.863421026507
1731070823.05,19.8,0.895,0.0,3.52,4736.722554942395,19.8,0.888,0.0,4.49,947.6085017031044,39.7,1.02,0.0,2.5,4420.314599323933,7.68,0.999,0.0,1.49,4454.81634105156
1731070823.55,20.5,0.508,0.0,4.19,4736.934900333759,19.8,0.487,0.0,1.61,947.650958950605,40.3,1.158,0.0,1.5,4420.525711282846,8.32,0.496,0.0,1.55,4454.769261140245
1731070824.05,19.8,0.529,0.0,4.2,4737.147249400213,20.5,0.464,0.0,0.881,947.6934169339788,39.7,1.151,0.0,1.85,4420.721147975797,7.68,0.982,0.0,2.54,4454.722181292566
1731070824.55,19.8,0.605,0.0,4.29,4737.35960214126,19.8,0.432,0.0,0.893,947.7358756531268,40.3,1.56,0.0,1.46,4420.542467332174,8.32,1.14,0.0,2.0,4454.675101508527
1731070825.05,19.8,0.591,0.0,9.64,4737.571958556408,19.8,0.479,0.0,1.26,947.77833510795,39.7,1.324,0.0,1.71,4420.534552816435,7.68,1.429,0.0,2.01,4454.628021788126
1731070825.55,20.5,1.02,0.0,1.66,4737.784318645162,20.5,0.685,0.0,0.801,947.820795298353,39.7,0.67,0.0,7.25,4420.2833963123085,8.32,1.207,0.0,1.8,4454.580942131371
1731070826.05,19.8,0.589,0.0,2.39,4737.996682407028,19.8,0.536,0.0,0.837,947.8632562242304,39.7,0.61,0.016,1.58,4420.637120890025,7.68,0.633,0.0,2.22,4454.5338625382565
1731070826.55,19.8,0.585,0.0,1.75,4738.209049841512,19.8,0.654,0.0,1.25,947.9057178854868,40.3,0.901,0.0,1.52,4420.646755408796,8.33,0.937,0.0,2.42,4454.486783008791
1731070827.05,19.9,0.58,0.0,1.5,4738.42142094812,19.8,0.618,0.0,0.816,947.948180282023,39.7,0.845,0.0,2.36,4420.5485106506585,7.67,0.502,0.0,9.19,4454.439703542972
1731070827.55,20.5,0.462,0.0,2.85,4738.633795726359,19.9,0.485,0.0,0.732,947.9906434137404,40.3,1.071,0.0,1.76,4420.767420466931,8.32,1.084,0.0,1.6,4454.392624140804
1731070828.05,19.8,0.497,0.0,1.7,4738.846174175736,20.5,0.428,0.0,1.19,948.0331072805434,39.7,0.954,0.0,1.52,4420.511023160992,7.68,1.064,0.0,3.43,4454.34554480229
1731070828.55,19.9,0.624,0.0,1.61,4739.058556295754,19.8,0.473,0.0,0.767,948.0755718823268,40.4,1.036,0.0,2.36,4420.677970285372,8.32,0.566,0.0,1.56,4454.298465527428
1731070829.05,19.8,0.566,0.0,3.56,4739.270942085924,19.8,0.521,0.0,0.848,948.1180372189953,39.6,0.874,0.0,2.45,4420.898862565296,7.68,0.879,0.0,1.79,4454.251386316224
1731070829.55,20.5,0.806,0.0,5.65,4739.48333154575,20.5,0.552,0.0,0.998,948.1605032904496,39.7,0.939,0.0,2.12,4421.242155158215,8.32,0.544,0.0,4.76,4454.204307168678
1731070830.05,19.8,0.719,0.0,1.74,4739.695724674739,19.8,0.517,0.0,0.87,948.2029700965916,40.3,0.856,0.0,5.16,4420.786081571288,7.68,1.211,0.0,1.53,4454.157228084792
1731070830.55,19.9,0.548,0.0,2.48,4739.908121472398,19.8,0.686,0.0,1.11,948.2454376373252,40.3,0.631,0.0,1.58,4421.231605358247,7.68,0.847,0.0,1.7,4454.11014906457
1731070831.05,19.8,1.143,0.0,1.59,4740.120521938235,19.8,0.631,0.0,2.87,948.2879059125456,39.7,0.915,0.0,3.22,4420.860685735216,8.32,0.654,0.0,2.62,4454.063070108012
1731070831.55,20.5,0.813,0.0,1.59,4740.332926071755,19.8,0.79,0.0,0.799,948.3303749221576,40.3,0.645,0.0,1.69,4421.182244323463,8.32,0.911,0.0,6.76,4454.015991215119
1731070832.05,19.8,1.159,0.0,1.95,4740.545333872465,20.5,0.824,0.0,0.974,948.3728446660622,39.7,0.732,0.0,1.8,4421.152832532015,7.68,0.699,0.0,1.84,4453.968912385895
1731070832.55,19.9,0.785,0.0,1.47,4740.757745339873,19.8,0.854,0.0,1.15,948.4153151441608,40.3,0.669,0.0,2.45,4420.954163689354,8.32,1.318,0.0,2.88,4453.921833620342
1731070833.05,19.8,0.833,0.0,2.61,4740.970160473487,19.8,0.711,0.0,0.826,948.4577863563576,39.7,0.981,0.0,1.49,4421.5149843943545,7.68,0.724,0.0,1.77,4453.874754918464
1731070833.55,19.9,0.721,0.0,1.46,4741.182579272812,20.5,0.639,0.0,0.901,948.5002583025484,40.3,0.962,0.0,1.85,4421.096173195566,8.32,0.674,0.0,1.8,4453.827676280258
1731070834.05,20.5,0.532,0.0,2.73,4741.395001737358,19.8,0.637,0.0,0.765,948.5427309826374,39.7,0.655,0.0,2.5,4421.159397054136,7.68,0.744,0.0,3.0,4453.780597705729
1731070834.55,19.8,0.629,0.0,2.35,4741.60742786663,19.8,0.664,0.0,0.635,948.585204396526,40.3,0.958,0.0,1.56,4421.58974034646,8.32,0.508,0.0,1.55,4453.733519194879
1731070835.05,19.8,0.631,0.0,2.01,4741.819857660136,19.8,1.096,0.0,0.857,948.6276785441156,39.6,1.019,0.0,9.02,4421.785327655158,7.68,1.446,0.0,1.73,4453.686440747709
1731070835.55,20.5,0.696,0.0,3.02,4742.032291117386,19.9,0.956,0.0,0.66,948.6701534253108,40.3,0.892,0.0,1.86,4421.884797896522,8.32,0.757,0.0,1.75,4453.639362364223
1731070836.05,19.8,1.084,0.0,1.96,4742.244728237884,20.5,0.768,0.0,0.761,948.7126290400066,39.7,1.061,0.0,1.63,4421.379738954469,7.68,0.686,0.0,1.85,4453.592284044421
1731070836.55,19.8,0.722,0.0,4.29,4742.45716902114,19.8,0.576,0.0,1.02,948.755105388108,39.7,0.94,0.0,2.54,4421.561814702235,8.32,0.699,0.0,10.7,4453.545205788305
1731070837.05,19.8,0.803,0.0,3.04,4742.66961346666,19.8,0.866,0.0,0.79,948.7975824695164,40.3,1.41,0.0,1.68,4421.781748315468,7.68,0.861,0.0,2.49,4453.498127595879
1731070837.55,20.5,0.754,0.0,1.63,4742.882061573953,20.5,0.734,0.0,0.719,948.8400602841332,40.3,1.507,0.0,1.69,4421.853660854153,8.32,1.753,0.0,1.71,4453.451049467142
1731070838.05,19.8,0.972,0.0,1.64,4743.094513342529,19.8,0.761,0.0,0.759,948.8825388318631,39.7,0.951,0.0,2.52,4421.682716160454,7.68,0.94,0.0,1.69,4453.403971402101
1731070838.55,19.8,0.972,0.0,2.88,4743.306968771893,19.8,0.649,0.0,0.764,948.9250181126016,40.3,0.864,0.0,2.26,4421.588895337525,8.32,0.806,0.0,2.47,4453.356893400753
1731070839.05,19.8,0.855,0.0,9.1,4743.519427861554,19.8,0.759,0.0,0.857,948.967498126253,39.7,0.828,0.0,2.18,4421.826826452245,7.68,0.581,0.0,1.59,4453.309815463102
1731070839.55,20.5,0.885,0.0,2.58,4743.73189061102,20.5,0.819,0.0,0.86,949.0099788727192,40.3,1.07,0.0,6.42,4422.1709615010495,7.68,0.685,0.0,1.82,4453.262737589149
1731070840.05,19.8,0.916,0.0,1.71,4743.944357019799,19.8,0.773,0.0,0.7,949.0524603519016,39.7,0.954,0.0,1.56,4422.091354219498,8.32,0.694,0.0,3.35,4453.215659778896
1731070840.55,19.8,0.923,0.0,2.5,4744.156827087402,19.8,0.763,0.0,1.33,949.0949425637048,40.3,0.765,0.0,3.2,4421.922510552103,8.32,0.852,0.0,1.59,4453.168582032349
1731070841.05,19.8,0.676,0.0,2.41,4744.369300813333,19.9,0.829,0.0,0.839,949.1374255080248,39.6,1.539,0.0,1.5,4421.851758753201,7.04,0.974,0.083,3.15,4453.121504349505
1731070841.55,19.8,0.547,0.0,1.73,4744.5817781971045,19.8,0.888,0.0,1.52,949.1799091847656,40.3,1.094,0.0,1.79,4421.989797993337,7.68,0.644,0.0,1.94,4453.074426730369
1731070842.05,20.5,0.519,0.0,2.4,4744.794259238223,20.5,0.849,0.0,0.839,949.2223935938296,39.7,1.278,0.0,2.46,4422.170911760713,8.32,0.742,0.0,2.27,4453.02734917494
1731070842.55,19.8,0.606,0.0,2.59,4745.006743936197,19.8,0.91,0.0,0.783,949.2648787351176,39.7,0.81,0.0,1.53,4422.110271872416,8.32,0.649,0.0,3.11,4452.980271683224
1731070843.05,19.8,0.441,0.0,1.7,4745.2192322905385,19.8,0.899,0.0,0.827,949.3073646085352,40.3,0.994,0.0,1.74,4422.304216788959,7.68,0.883,0.0,2.81,4452.933194255221
1731070843.55,20.5,0.852,0.0,8.82,4745.431724300751,20.5,1.056,0.0,1.07,949.3498512139774,40.3,1.033,0.0,1.43,4422.020963559681,8.32,1.002,0.0,2.13,4452.886116890932
1731070844.05,19.8,0.632,0.0,2.3,4745.644219966347,19.8,0.942,0.0,0.711,949.3923385513492,39.6,1.009,0.0,4.44,4422.085910812592,7.68,0.569,0.0,1.96,4452.839039590361
1731070844.55,19.8,0.496,0.0,2.76,4745.856719286835,19.8,0.742,0.0,0.737,949.4348266205526,40.4,1.105,0.0,2.46,4422.681868639746,8.32,0.919,0.0,1.71,4452.791962353507
1731070845.05,19.8,0.417,0.0,3.64,4746.069222261723,19.8,0.734,0.0,0.847,949.4773154214888,39.7,1.569,0.0,1.91,4422.190054733486,7.68,0.802,0.0,3.47,4452.744885180376
1731070845.55,20.5,0.605,0.0,2.35,4746.281728890523,20.5,0.541,0.0,0.911,949.5198049540631,39.7,1.306,0.0,1.58,4422.674980191419,8.33,0.954,0.0,2.83,4452.697808070968
1731070846.05,19.8,0.552,0.0,2.16,4746.494239172739,19.8,0.429,0.0,0.824,949.5622952181712,40.3,1.392,0.0,2.58,4422.639511085516,7.68,1.154,0.0,1.91,4452.6507310252855
1731070846.55,19.8,0.375,0.0,2.75,4746.706753107885,19.8,0.581,0.0,1.01,949.6047862137176,40.3,1.361,0.0,1.81,4422.725836093583,8.32,0.8,0.0,2.75,4452.603654043328
1731070847.05,19.8,1.119,0.0,1.67,4746.919270695469,19.8,0.693,0.0,0.821,949.647277940604,39.7,0.663,0.0,1.9,4422.8818708062,7.68,0.885,0.0,1.48,4452.556577125101
