1731067770.230885577: PING 192.168.6.12 (192.168.6.12) 56(84) bytes of data.
1731068677.438031786: 64 bytes from 192.168.6.12: icmp_seq=1796 ttl=64 time=5.86 ms
1731068677.932992387: 64 bytes from 192.168.6.12: icmp_seq=1797 ttl=64 time=0.758 ms
1731068678.462073684: 64 bytes from 192.168.6.12: icmp_seq=1798 ttl=64 time=3.87 ms
1731068678.960372418: 64 bytes from 192.168.6.12: icmp_seq=1799 ttl=64 time=0.716 ms
1731068679.486278396: 64 bytes from 192.168.6.12: icmp_seq=1800 ttl=64 time=4.30 ms
1731068679.983984367: 64 bytes from 192.168.6.12: icmp_seq=1801 ttl=64 time=0.845 ms
1731068680.510031522: 64 bytes from 192.168.6.12: icmp_seq=1802 ttl=64 time=4.33 ms
1731068681.006948708: 64 bytes from 192.168.6.12: icmp_seq=1803 ttl=64 time=0.722 ms
1731068681.533990508: 64 bytes from 192.168.6.12: icmp_seq=1804 ttl=64 time=4.69 ms
1731068682.032572080: 64 bytes from 192.168.6.12: icmp_seq=1805 ttl=64 time=0.840 ms
1731068682.557887008: 64 bytes from 192.168.6.12: icmp_seq=1806 ttl=64 time=3.84 ms
1731068683.054962441: 64 bytes from 192.168.6.12: icmp_seq=1807 ttl=64 time=0.870 ms
1731068683.581493770: 64 bytes from 192.168.6.12: icmp_seq=1808 ttl=64 time=3.80 ms
1731068684.080214232: 64 bytes from 192.168.6.12: icmp_seq=1809 ttl=64 time=0.792 ms
1731068684.605994496: 64 bytes from 192.168.6.12: icmp_seq=1810 ttl=64 time=4.74 ms
1731068685.103269188: 64 bytes from 192.168.6.12: icmp_seq=1811 ttl=64 time=0.979 ms
1731068685.603949994: 64 bytes from 192.168.6.12: icmp_seq=1812 ttl=64 time=1.10 ms
1731068686.105258421: 64 bytes from 192.168.6.12: icmp_seq=1813 ttl=64 time=1.47 ms
1731068686.606109829: 64 bytes from 192.168.6.12: icmp_seq=1814 ttl=64 time=1.08 ms
1731068687.107023247: 64 bytes from 192.168.6.12: icmp_seq=1815 ttl=64 time=1.36 ms
1731068687.610199362: 64 bytes from 192.168.6.12: icmp_seq=1816 ttl=64 time=1.42 ms
1731068688.110560169: 64 bytes from 192.168.6.12: icmp_seq=1817 ttl=64 time=1.19 ms
1731068688.611503584: 64 bytes from 192.168.6.12: icmp_seq=1818 ttl=64 time=1.85 ms
1731068689.114392504: 64 bytes from 192.168.6.12: icmp_seq=1819 ttl=64 time=2.81 ms
1731068689.613508702: 64 bytes from 192.168.6.12: icmp_seq=1820 ttl=64 time=0.873 ms
1731068690.115263854: 64 bytes from 192.168.6.12: icmp_seq=1821 ttl=64 time=1.88 ms
1731068690.615486110: 64 bytes from 192.168.6.12: icmp_seq=1822 ttl=64 time=1.21 ms
1731068691.116275799: 64 bytes from 192.168.6.12: icmp_seq=1823 ttl=64 time=1.78 ms
1731068691.616193740: 64 bytes from 192.168.6.12: icmp_seq=1824 ttl=64 time=0.871 ms
1731068692.122956549: 64 bytes from 192.168.6.12: icmp_seq=1825 ttl=64 time=1.27 ms
1731068692.623033033: 64 bytes from 192.168.6.12: icmp_seq=1826 ttl=64 time=0.833 ms
1731068693.146348584: 64 bytes from 192.168.6.12: icmp_seq=1827 ttl=64 time=1.26 ms
1731068693.646241131: 64 bytes from 192.168.6.12: icmp_seq=1828 ttl=64 time=0.839 ms
1731068694.170703497: 64 bytes from 192.168.6.12: icmp_seq=1829 ttl=64 time=1.27 ms
1731068694.671183173: 64 bytes from 192.168.6.12: icmp_seq=1830 ttl=64 time=0.853 ms
1731068695.194544002: 64 bytes from 192.168.6.12: icmp_seq=1831 ttl=64 time=1.28 ms
1731068695.694888520: 64 bytes from 192.168.6.12: icmp_seq=1832 ttl=64 time=0.731 ms
1731068696.218346459: 64 bytes from 192.168.6.12: icmp_seq=1833 ttl=64 time=1.07 ms
1731068696.718467321: 64 bytes from 192.168.6.12: icmp_seq=1834 ttl=64 time=0.866 ms
1731068697.243702629: 64 bytes from 192.168.6.12: icmp_seq=1835 ttl=64 time=1.22 ms
1731068697.742841910: 64 bytes from 192.168.6.12: icmp_seq=1836 ttl=64 time=0.933 ms
1731068698.243981871: 64 bytes from 192.168.6.12: icmp_seq=1837 ttl=64 time=0.859 ms
1731068698.747829624: 64 bytes from 192.168.6.12: icmp_seq=1838 ttl=64 time=1.55 ms
1731068699.249560976: 64 bytes from 192.168.6.12: icmp_seq=1839 ttl=64 time=2.33 ms
1731068699.749858313: 64 bytes from 192.168.6.12: icmp_seq=1840 ttl=64 time=1.26 ms
1731068700.249780374: 64 bytes from 192.168.6.12: icmp_seq=1841 ttl=64 time=0.900 ms
1731068700.750121927: 64 bytes from 192.168.6.12: icmp_seq=1842 ttl=64 time=0.915 ms
1731068701.251920552: 64 bytes from 192.168.6.12: icmp_seq=1843 ttl=64 time=1.52 ms
1731068701.751793701: 64 bytes from 192.168.6.12: icmp_seq=1844 ttl=64 time=0.842 ms
1731068702.266581525: 64 bytes from 192.168.6.12: icmp_seq=1845 ttl=64 time=1.36 ms
1731068702.768073576: 64 bytes from 192.168.6.12: icmp_seq=1846 ttl=64 time=1.34 ms
1731068703.268693594: 64 bytes from 192.168.6.12: icmp_seq=1847 ttl=64 time=1.25 ms
1731068703.770127170: 64 bytes from 192.168.6.12: icmp_seq=1848 ttl=64 time=0.859 ms
1731068704.282221375: 64 bytes from 192.168.6.12: icmp_seq=1849 ttl=64 time=1.08 ms
1731068704.783106635: 64 bytes from 192.168.6.12: icmp_seq=1850 ttl=64 time=0.838 ms
1731068705.306792083: 64 bytes from 192.168.6.12: icmp_seq=1851 ttl=64 time=1.02 ms
1731068705.807160284: 64 bytes from 192.168.6.12: icmp_seq=1852 ttl=64 time=1.42 ms
1731068706.314570655: 64 bytes from 192.168.6.12: icmp_seq=1853 ttl=64 time=7.37 ms
1731068706.809198671: 64 bytes from 192.168.6.12: icmp_seq=1854 ttl=64 time=1.38 ms
1731068707.310123411: 64 bytes from 192.168.6.12: icmp_seq=1855 ttl=64 time=0.797 ms
1731068707.835081190: 64 bytes from 192.168.6.12: icmp_seq=1856 ttl=64 time=1.21 ms
1731068708.335395573: 64 bytes from 192.168.6.12: icmp_seq=1857 ttl=64 time=0.774 ms
1731068708.859018499: 64 bytes from 192.168.6.12: icmp_seq=1858 ttl=64 time=1.09 ms
1731068709.359478568: 64 bytes from 192.168.6.12: icmp_seq=1859 ttl=64 time=0.992 ms
1731068709.859759102: 64 bytes from 192.168.6.12: icmp_seq=1860 ttl=64 time=0.874 ms
1731068710.363148226: 64 bytes from 192.168.6.12: icmp_seq=1861 ttl=64 time=1.33 ms
1731068710.863124019: 64 bytes from 192.168.6.12: icmp_seq=1862 ttl=64 time=0.930 ms
1731068711.363768415: 64 bytes from 192.168.6.12: icmp_seq=1863 ttl=64 time=0.865 ms
1731068711.867146559: 64 bytes from 192.168.6.12: icmp_seq=1864 ttl=64 time=1.24 ms
1731068712.366866384: 64 bytes from 192.168.6.12: icmp_seq=1865 ttl=64 time=0.838 ms
1731068712.890859658: 64 bytes from 192.168.6.12: icmp_seq=1866 ttl=64 time=1.29 ms
1731068713.391131723: 64 bytes from 192.168.6.12: icmp_seq=1867 ttl=64 time=0.835 ms
1731068713.914075951: 64 bytes from 192.168.6.12: icmp_seq=1868 ttl=64 time=0.798 ms
1731068714.427077093: 64 bytes from 192.168.6.12: icmp_seq=1869 ttl=64 time=1.55 ms
1731068714.926926801: 64 bytes from 192.168.6.12: icmp_seq=1870 ttl=64 time=0.901 ms
1731068715.428933923: 64 bytes from 192.168.6.12: icmp_seq=1871 ttl=64 time=2.14 ms
1731068715.928895460: 64 bytes from 192.168.6.12: icmp_seq=1872 ttl=64 time=0.978 ms
1731068716.428794334: 64 bytes from 192.168.6.12: icmp_seq=1873 ttl=64 time=0.828 ms
1731068716.955426668: 64 bytes from 192.168.6.12: icmp_seq=1874 ttl=64 time=1.37 ms
1731068717.455584018: 64 bytes from 192.168.6.12: icmp_seq=1875 ttl=64 time=0.799 ms
1731068717.978555136: 64 bytes from 192.168.6.12: icmp_seq=1876 ttl=64 time=1.30 ms
1731068718.479018493: 64 bytes from 192.168.6.12: icmp_seq=1877 ttl=64 time=0.868 ms
1731068718.979442737: 64 bytes from 192.168.6.12: icmp_seq=1878 ttl=64 time=0.859 ms
1731068719.481313295: 64 bytes from 192.168.6.12: icmp_seq=1879 ttl=64 time=1.10 ms
1731068719.981235764: 64 bytes from 192.168.6.12: icmp_seq=1880 ttl=64 time=0.733 ms
1731068720.506622536: 64 bytes from 192.168.6.12: icmp_seq=1881 ttl=64 time=1.28 ms
1731068721.007089594: 64 bytes from 192.168.6.12: icmp_seq=1882 ttl=64 time=0.881 ms
1731068721.531482380: 64 bytes from 192.168.6.12: icmp_seq=1883 ttl=64 time=1.95 ms
1731068722.031110595: 64 bytes from 192.168.6.12: icmp_seq=1884 ttl=64 time=0.906 ms
1731068722.531950643: 64 bytes from 192.168.6.12: icmp_seq=1885 ttl=64 time=1.11 ms
1731068723.031754455: 64 bytes from 192.168.6.12: icmp_seq=1886 ttl=64 time=0.811 ms
1731068723.547011818: 64 bytes from 192.168.6.12: icmp_seq=1887 ttl=64 time=1.34 ms
1731068724.047163884: 64 bytes from 192.168.6.12: icmp_seq=1888 ttl=64 time=0.818 ms
1731068724.570821234: 64 bytes from 192.168.6.12: icmp_seq=1889 ttl=64 time=1.34 ms
1731068725.070764760: 64 bytes from 192.168.6.12: icmp_seq=1890 ttl=64 time=0.869 ms
1731068725.594561925: 64 bytes from 192.168.6.12: icmp_seq=1891 ttl=64 time=1.07 ms
1731068726.095065703: 64 bytes from 192.168.6.12: icmp_seq=1892 ttl=64 time=0.867 ms
1731068726.618515279: 64 bytes from 192.168.6.12: icmp_seq=1893 ttl=64 time=1.48 ms
1731068727.120129933: 64 bytes from 192.168.6.12: icmp_seq=1894 ttl=64 time=0.957 ms
1731068727.620271581: 64 bytes from 192.168.6.12: icmp_seq=1895 ttl=64 time=1.23 ms
1731068728.125370673: 64 bytes from 192.168.6.12: icmp_seq=1896 ttl=64 time=5.96 ms
1731068728.621459436: 64 bytes from 192.168.6.12: icmp_seq=1897 ttl=64 time=0.985 ms
1731068729.121358687: 64 bytes from 192.168.6.12: icmp_seq=1898 ttl=64 time=0.850 ms
1731068729.626809448: 64 bytes from 192.168.6.12: icmp_seq=1899 ttl=64 time=1.10 ms
1731068730.126959477: 64 bytes from 192.168.6.12: icmp_seq=1900 ttl=64 time=0.734 ms
1731068730.650847848: 64 bytes from 192.168.6.12: icmp_seq=1901 ttl=64 time=1.29 ms
1731068731.151113170: 64 bytes from 192.168.6.12: icmp_seq=1902 ttl=64 time=0.914 ms
1731068731.652110367: 64 bytes from 192.168.6.12: icmp_seq=1903 ttl=64 time=1.20 ms
1731068732.152814647: 64 bytes from 192.168.6.12: icmp_seq=1904 ttl=64 time=1.06 ms
1731068732.652773451: 64 bytes from 192.168.6.12: icmp_seq=1905 ttl=64 time=0.807 ms
1731068733.178341338: 64 bytes from 192.168.6.12: icmp_seq=1906 ttl=64 time=1.18 ms
1731068733.682636177: 64 bytes from 192.168.6.12: icmp_seq=1907 ttl=64 time=2.02 ms
1731068734.181825645: 64 bytes from 192.168.6.12: icmp_seq=1908 ttl=64 time=3.22 ms
1731068734.684890097: 64 bytes from 192.168.6.12: icmp_seq=1909 ttl=64 time=5.33 ms
1731068735.182384748: 64 bytes from 192.168.6.12: icmp_seq=1910 ttl=64 time=2.56 ms
1731068735.682207479: 64 bytes from 192.168.6.12: icmp_seq=1911 ttl=64 time=0.865 ms
1731068736.186780981: 64 bytes from 192.168.6.12: icmp_seq=1912 ttl=64 time=1.30 ms
1731068736.687037533: 64 bytes from 192.168.6.12: icmp_seq=1913 ttl=64 time=0.949 ms
1731068737.187991904: 64 bytes from 192.168.6.12: icmp_seq=1914 ttl=64 time=0.821 ms
1731068737.691043074: 64 bytes from 192.168.6.12: icmp_seq=1915 ttl=64 time=1.25 ms
1731068738.191357846: 64 bytes from 192.168.6.12: icmp_seq=1916 ttl=64 time=0.912 ms
1731068738.692344817: 64 bytes from 192.168.6.12: icmp_seq=1917 ttl=64 time=1.01 ms
1731068739.192752076: 64 bytes from 192.168.6.12: icmp_seq=1918 ttl=64 time=1.02 ms
1731068739.697090527: 64 bytes from 192.168.6.12: icmp_seq=1919 ttl=64 time=4.66 ms
1731068740.195386053: 64 bytes from 192.168.6.12: icmp_seq=1920 ttl=64 time=1.23 ms
1731068740.695853185: 64 bytes from 192.168.6.12: icmp_seq=1921 ttl=64 time=0.902 ms
1731068741.196155731: 64 bytes from 192.168.6.12: icmp_seq=1922 ttl=64 time=0.824 ms
1731068741.722413244: 64 bytes from 192.168.6.12: icmp_seq=1923 ttl=64 time=1.29 ms
1731068742.223047232: 64 bytes from 192.168.6.12: icmp_seq=1924 ttl=64 time=1.07 ms
1731068742.723574068: 64 bytes from 192.168.6.12: icmp_seq=1925 ttl=64 time=1.02 ms
1731068743.223914337: 64 bytes from 192.168.6.12: icmp_seq=1926 ttl=64 time=0.840 ms
1731068743.738293416: 64 bytes from 192.168.6.12: icmp_seq=1927 ttl=64 time=0.778 ms
1731068744.238851991: 64 bytes from 192.168.6.12: icmp_seq=1928 ttl=64 time=1.08 ms
1731068744.739390021: 64 bytes from 192.168.6.12: icmp_seq=1929 ttl=64 time=0.902 ms
1731068745.242301031: 64 bytes from 192.168.6.12: icmp_seq=1930 ttl=64 time=1.02 ms
1731068745.742587847: 64 bytes from 192.168.6.12: icmp_seq=1931 ttl=64 time=0.802 ms
1731068746.266966734: 64 bytes from 192.168.6.12: icmp_seq=1932 ttl=64 time=1.34 ms
1731068746.766562922: 64 bytes from 192.168.6.12: icmp_seq=1933 ttl=64 time=0.974 ms
1731068747.274618716: 64 bytes from 192.168.6.12: icmp_seq=1934 ttl=64 time=7.95 ms
1731068747.767733691: 64 bytes from 192.168.6.12: icmp_seq=1935 ttl=64 time=0.743 ms
1731068748.282575011: 64 bytes from 192.168.6.12: icmp_seq=1936 ttl=64 time=1.03 ms
1731068748.782743112: 64 bytes from 192.168.6.12: icmp_seq=1937 ttl=64 time=0.814 ms
1731068749.307528898: 64 bytes from 192.168.6.12: icmp_seq=1938 ttl=64 time=1.76 ms
1731068749.807987861: 64 bytes from 192.168.6.12: icmp_seq=1939 ttl=64 time=0.843 ms
1731068750.331365643: 64 bytes from 192.168.6.12: icmp_seq=1940 ttl=64 time=1.38 ms
1731068750.831636226: 64 bytes from 192.168.6.12: icmp_seq=1941 ttl=64 time=0.833 ms
1731068751.354233001: 64 bytes from 192.168.6.12: icmp_seq=1942 ttl=64 time=1.29 ms
1731068751.855142753: 64 bytes from 192.168.6.12: icmp_seq=1943 ttl=64 time=0.954 ms
1731068752.355462362: 64 bytes from 192.168.6.12: icmp_seq=1944 ttl=64 time=1.13 ms
1731068752.856107470: 64 bytes from 192.168.6.12: icmp_seq=1945 ttl=64 time=0.945 ms
1731068753.370885167: 64 bytes from 192.168.6.12: icmp_seq=1946 ttl=64 time=1.25 ms
1731068753.871440261: 64 bytes from 192.168.6.12: icmp_seq=1947 ttl=64 time=0.920 ms
1731068754.372795983: 64 bytes from 192.168.6.12: icmp_seq=1948 ttl=64 time=1.47 ms
1731068754.872607810: 64 bytes from 192.168.6.12: icmp_seq=1949 ttl=64 time=0.967 ms
1731068755.373661190: 64 bytes from 192.168.6.12: icmp_seq=1950 ttl=64 time=0.755 ms
1731068755.898650341: 64 bytes from 192.168.6.12: icmp_seq=1951 ttl=64 time=1.08 ms
1731068756.399756375: 64 bytes from 192.168.6.12: icmp_seq=1952 ttl=64 time=0.959 ms
1731068756.901527556: 64 bytes from 192.168.6.12: icmp_seq=1953 ttl=64 time=1.88 ms
1731068757.401502093: 64 bytes from 192.168.6.12: icmp_seq=1954 ttl=64 time=0.988 ms
1731068757.902192960: 64 bytes from 192.168.6.12: icmp_seq=1955 ttl=64 time=0.756 ms
1731068758.427094287: 64 bytes from 192.168.6.12: icmp_seq=1956 ttl=64 time=1.05 ms
1731068758.926886606: 64 bytes from 192.168.6.12: icmp_seq=1957 ttl=64 time=0.834 ms
1731068759.451019162: 64 bytes from 192.168.6.12: icmp_seq=1958 ttl=64 time=1.24 ms
1731068759.951333615: 64 bytes from 192.168.6.12: icmp_seq=1959 ttl=64 time=0.859 ms
1731068760.474818587: 64 bytes from 192.168.6.12: icmp_seq=1960 ttl=64 time=1.05 ms
1731068760.976194028: 64 bytes from 192.168.6.12: icmp_seq=1961 ttl=64 time=0.883 ms
1731068761.498961925: 64 bytes from 192.168.6.12: icmp_seq=1962 ttl=64 time=1.34 ms
1731068761.999790442: 64 bytes from 192.168.6.12: icmp_seq=1963 ttl=64 time=1.04 ms
1731068762.500353806: 64 bytes from 192.168.6.12: icmp_seq=1964 ttl=64 time=1.20 ms
1731068763.001337052: 64 bytes from 192.168.6.12: icmp_seq=1965 ttl=64 time=0.925 ms
1731068763.514107239: 64 bytes from 192.168.6.12: icmp_seq=1966 ttl=64 time=1.03 ms
1731068764.015107472: 64 bytes from 192.168.6.12: icmp_seq=1967 ttl=64 time=0.962 ms
1731068764.515530181: 64 bytes from 192.168.6.12: icmp_seq=1968 ttl=64 time=1.17 ms
1731068765.015901666: 64 bytes from 192.168.6.12: icmp_seq=1969 ttl=64 time=0.859 ms
1731068765.531537449: 64 bytes from 192.168.6.12: icmp_seq=1970 ttl=64 time=1.31 ms
1731068766.032217668: 64 bytes from 192.168.6.12: icmp_seq=1971 ttl=64 time=0.756 ms
1731068766.555261767: 64 bytes from 192.168.6.12: icmp_seq=1972 ttl=64 time=1.09 ms
1731068767.055025584: 64 bytes from 192.168.6.12: icmp_seq=1973 ttl=64 time=0.810 ms
1731068767.579128040: 64 bytes from 192.168.6.12: icmp_seq=1974 ttl=64 time=1.09 ms
1731068768.079807857: 64 bytes from 192.168.6.12: icmp_seq=1975 ttl=64 time=1.03 ms
1731068768.580783369: 64 bytes from 192.168.6.12: icmp_seq=1976 ttl=64 time=1.31 ms
1731068769.085758810: 64 bytes from 192.168.6.12: icmp_seq=1977 ttl=64 time=5.37 ms
1731068769.582368435: 64 bytes from 192.168.6.12: icmp_seq=1978 ttl=64 time=0.748 ms
1731068770.110219651: 64 bytes from 192.168.6.12: icmp_seq=1979 ttl=64 time=3.99 ms
1731068770.171234013: 
1731068770.174732870: --- 192.168.6.12 ping statistics ---
1731068770.178682000: 1979 packets transmitted, 1979 received, 0% packet loss, time 999935ms
1731068770.181710344: rtt min/avg/max/mdev = 0.612/1.497/58.880/1.794 ms
1731068772.099432976: PING 192.168.6.12 (192.168.6.12) 56(84) bytes of data.
1731068772.102307957: 64 bytes from 192.168.6.12: icmp_seq=1 ttl=64 time=0.845 ms
1731068772.600626631: 64 bytes from 192.168.6.12: icmp_seq=2 ttl=64 time=0.866 ms
1731068773.101201988: 64 bytes from 192.168.6.12: icmp_seq=3 ttl=64 time=0.895 ms
1731068773.626226535: 64 bytes from 192.168.6.12: icmp_seq=4 ttl=64 time=0.960 ms
1731068774.126952381: 64 bytes from 192.168.6.12: icmp_seq=5 ttl=64 time=1.39 ms
1731068774.627885132: 64 bytes from 192.168.6.12: icmp_seq=6 ttl=64 time=0.837 ms
1731068775.131147291: 64 bytes from 192.168.6.12: icmp_seq=7 ttl=64 time=1.03 ms
1731068775.632421587: 64 bytes from 192.168.6.12: icmp_seq=8 ttl=64 time=1.38 ms
1731068776.131937070: 64 bytes from 192.168.6.12: icmp_seq=9 ttl=64 time=0.768 ms
1731068776.634620322: 64 bytes from 192.168.6.12: icmp_seq=10 ttl=64 time=0.771 ms
1731068777.147156455: 64 bytes from 192.168.6.12: icmp_seq=11 ttl=64 time=0.979 ms
1731068777.647768931: 64 bytes from 192.168.6.12: icmp_seq=12 ttl=64 time=1.19 ms
1731068778.148468680: 64 bytes from 192.168.6.12: icmp_seq=13 ttl=64 time=0.859 ms
1731068778.649037645: 64 bytes from 192.168.6.12: icmp_seq=14 ttl=64 time=1.06 ms
1731068779.149120840: 64 bytes from 192.168.6.12: icmp_seq=15 ttl=64 time=0.822 ms
1731068779.674916878: 64 bytes from 192.168.6.12: icmp_seq=16 ttl=64 time=0.953 ms
1731068780.176171934: 64 bytes from 192.168.6.12: icmp_seq=17 ttl=64 time=1.48 ms
1731068780.676212281: 64 bytes from 192.168.6.12: icmp_seq=18 ttl=64 time=0.775 ms
1731068781.179752372: 64 bytes from 192.168.6.12: icmp_seq=19 ttl=64 time=0.935 ms
1731068781.682073358: 64 bytes from 192.168.6.12: icmp_seq=20 ttl=64 time=2.97 ms
1731068782.180633919: 64 bytes from 192.168.6.12: icmp_seq=21 ttl=64 time=0.848 ms
1731068782.683028645: 64 bytes from 192.168.6.12: icmp_seq=22 ttl=64 time=1.07 ms
1731068783.184430867: 64 bytes from 192.168.6.12: icmp_seq=23 ttl=64 time=1.38 ms
1731068783.684229298: 64 bytes from 192.168.6.12: icmp_seq=24 ttl=64 time=0.747 ms
1731068784.187293427: 64 bytes from 192.168.6.12: icmp_seq=25 ttl=64 time=1.22 ms
1731068784.687752959: 64 bytes from 192.168.6.12: icmp_seq=26 ttl=64 time=1.41 ms
1731068785.188641907: 64 bytes from 192.168.6.12: icmp_seq=27 ttl=64 time=0.977 ms
1731068785.688600449: 64 bytes from 192.168.6.12: icmp_seq=28 ttl=64 time=0.840 ms
1731068786.203097870: 64 bytes from 192.168.6.12: icmp_seq=29 ttl=64 time=1.75 ms
1731068786.704097150: 64 bytes from 192.168.6.12: icmp_seq=30 ttl=64 time=0.818 ms
1731068787.226678420: 64 bytes from 192.168.6.12: icmp_seq=31 ttl=64 time=0.963 ms
1731068787.726838009: 64 bytes from 192.168.6.12: icmp_seq=32 ttl=64 time=1.07 ms
1731068788.234012272: 64 bytes from 192.168.6.12: icmp_seq=33 ttl=64 time=8.21 ms
1731068788.728480025: 64 bytes from 192.168.6.12: icmp_seq=34 ttl=64 time=1.19 ms
1731068789.228227929: 64 bytes from 192.168.6.12: icmp_seq=35 ttl=64 time=1.17 ms
1731068789.728893115: 64 bytes from 192.168.6.12: icmp_seq=36 ttl=64 time=0.850 ms
1731068790.234598537: 64 bytes from 192.168.6.12: icmp_seq=37 ttl=64 time=1.02 ms
1731068790.734741531: 64 bytes from 192.168.6.12: icmp_seq=38 ttl=64 time=1.12 ms
1731068791.235771890: 64 bytes from 192.168.6.12: icmp_seq=39 ttl=64 time=1.30 ms
1731068791.736043624: 64 bytes from 192.168.6.12: icmp_seq=40 ttl=64 time=0.859 ms
1731068792.250580669: 64 bytes from 192.168.6.12: icmp_seq=41 ttl=64 time=1.04 ms
1731068792.751481234: 64 bytes from 192.168.6.12: icmp_seq=42 ttl=64 time=1.26 ms
1731068793.253409212: 64 bytes from 192.168.6.12: icmp_seq=43 ttl=64 time=1.84 ms
1731068793.752782379: 64 bytes from 192.168.6.12: icmp_seq=44 ttl=64 time=0.851 ms
1731068794.266467266: 64 bytes from 192.168.6.12: icmp_seq=45 ttl=64 time=1.69 ms
1731068794.767278449: 64 bytes from 192.168.6.12: icmp_seq=46 ttl=64 time=0.881 ms
1731068795.290076325: 64 bytes from 192.168.6.12: icmp_seq=47 ttl=64 time=0.881 ms
1731068795.802536296: 64 bytes from 192.168.6.12: icmp_seq=48 ttl=64 time=0.970 ms
1731068796.303140419: 64 bytes from 192.168.6.12: icmp_seq=49 ttl=64 time=1.44 ms
1731068796.803666640: 64 bytes from 192.168.6.12: icmp_seq=50 ttl=64 time=0.812 ms
1731068797.306440051: 64 bytes from 192.168.6.12: icmp_seq=51 ttl=64 time=1.05 ms
1731068797.807220070: 64 bytes from 192.168.6.12: icmp_seq=52 ttl=64 time=1.43 ms
1731068798.307997245: 64 bytes from 192.168.6.12: icmp_seq=53 ttl=64 time=0.886 ms
1731068798.810594903: 64 bytes from 192.168.6.12: icmp_seq=54 ttl=64 time=1.03 ms
1731068799.311029475: 64 bytes from 192.168.6.12: icmp_seq=55 ttl=64 time=1.08 ms
1731068799.811334665: 64 bytes from 192.168.6.12: icmp_seq=56 ttl=64 time=0.881 ms
1731068800.320400474: 64 bytes from 192.168.6.12: icmp_seq=57 ttl=64 time=9.05 ms
1731068800.812764193: 64 bytes from 192.168.6.12: icmp_seq=58 ttl=64 time=0.865 ms
1731068801.342198456: 64 bytes from 192.168.6.12: icmp_seq=59 ttl=64 time=4.66 ms
1731068801.840637182: 64 bytes from 192.168.6.12: icmp_seq=60 ttl=64 time=0.964 ms
1731068802.340771388: 64 bytes from 192.168.6.12: icmp_seq=61 ttl=64 time=0.883 ms
1731068802.842067049: 64 bytes from 192.168.6.12: icmp_seq=62 ttl=64 time=0.680 ms
1731068803.354770774: 64 bytes from 192.168.6.12: icmp_seq=63 ttl=64 time=1.10 ms
1731068803.855784902: 64 bytes from 192.168.6.12: icmp_seq=64 ttl=64 time=1.68 ms
1731068804.356604218: 64 bytes from 192.168.6.12: icmp_seq=65 ttl=64 time=0.854 ms
1731068804.858757217: 64 bytes from 192.168.6.12: icmp_seq=66 ttl=64 time=0.830 ms
1731068805.370136448: 64 bytes from 192.168.6.12: icmp_seq=67 ttl=64 time=0.780 ms
1731068805.883575649: 64 bytes from 192.168.6.12: icmp_seq=68 ttl=64 time=1.07 ms
